,Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size
1767,-0.41,RO,K,IF,VG,DD,DD,None,1.50-1.69
1768,-0.42,RO,L,IF,VG,DD,DD,None,1.50-1.69
1769,-0.37,RO,M,IF,VG,DD,DD,None,1.50-1.69
1770,-0.43,RO,D,VVS1,VG,DD,DD,None,1.50-1.69
1771,-0.42,RO,E,VVS1,VG,DD,DD,None,1.50-1.69
1772,-0.44,RO,F,VVS1,VG,DD,DD,None,1.50-1.69
1773,-0.44,RO,G,VVS1,VG,DD,DD,None,1.50-1.69
1774,-0.43,RO,H,VVS1,VG,DD,DD,None,1.50-1.69
1775,-0.4,RO,I,VVS1,VG,DD,DD,None,1.50-1.69
1776,-0.41,RO,J,VVS1,VG,DD,DD,None,1.50-1.69
1777,-0.38,RO,K,VVS1,VG,DD,DD,None,1.50-1.69
1778,-0.39,RO,L,VVS1,VG,DD,DD,None,1.50-1.69
1779,-0.39,RO,M,VVS1,VG,DD,DD,None,1.50-1.69
1780,-0.45,RO,D,VVS2,VG,DD,DD,None,1.50-1.69
1781,-0.43,RO,E,VVS2,VG,DD,DD,None,1.50-1.69
1782,-0.43,RO,F,VVS2,VG,DD,DD,None,1.50-1.69
1783,-0.44,RO,G,VVS2,VG,DD,DD,None,1.50-1.69
1784,-0.42,RO,H,VVS2,VG,DD,DD,None,1.50-1.69
1785,-0.4,RO,I,VVS2,VG,DD,DD,None,1.50-1.69
1786,-0.41,RO,J,VVS2,VG,DD,DD,None,1.50-1.69
1787,-0.39,RO,K,VVS2,VG,DD,DD,None,1.50-1.69
1788,-0.41,RO,L,VVS2,VG,DD,DD,None,1.50-1.69
1789,-0.38,RO,M,VVS2,VG,DD,DD,None,1.50-1.69
1790,-0.46,RO,D,VS1,VG,DD,DD,None,1.50-1.69
1791,-0.45,RO,E,VS1,VG,DD,DD,None,1.50-1.69
1792,-0.45,RO,F,VS1,VG,DD,DD,None,1.50-1.69
1793,-0.44,RO,G,VS1,VG,DD,DD,None,1.50-1.69
1794,-0.4,RO,H,VS1,VG,DD,DD,None,1.50-1.69
1795,-0.42,RO,I,VS1,VG,DD,DD,None,1.50-1.69
1796,-0.39,RO,J,VS1,VG,DD,DD,None,1.50-1.69
1797,-0.39,RO,K,VS1,VG,DD,DD,None,1.50-1.69
1798,-0.42,RO,L,VS1,VG,DD,DD,None,1.50-1.69
1799,-0.38,RO,M,VS1,VG,DD,DD,None,1.50-1.69
1800,-0.47,RO,D,VS2,VG,DD,DD,None,1.50-1.69
1801,-0.45,RO,E,VS2,VG,DD,DD,None,1.50-1.69
1802,-0.45,RO,F,VS2,VG,DD,DD,None,1.50-1.69
1803,-0.43,RO,G,VS2,VG,DD,DD,None,1.50-1.69
1804,-0.41,RO,H,VS2,VG,DD,DD,None,1.50-1.69
1805,-0.39,RO,I,VS2,VG,DD,DD,None,1.50-1.69
1806,-0.42,RO,J,VS2,VG,DD,DD,None,1.50-1.69
1807,-0.39,RO,K,VS2,VG,DD,DD,None,1.50-1.69
1808,-0.43,RO,L,VS2,VG,DD,DD,None,1.50-1.69
1809,-0.38,RO,M,VS2,VG,DD,DD,None,1.50-1.69
1810,-0.45,RO,D,SI1,VG,DD,DD,None,1.50-1.69
1811,-0.44,RO,E,SI1,VG,DD,DD,None,1.50-1.69
1812,-0.42,RO,F,SI1,VG,DD,DD,None,1.50-1.69
1813,-0.42,RO,G,SI1,VG,DD,DD,None,1.50-1.69
1814,-0.4,RO,H,SI1,VG,DD,DD,None,1.50-1.69
1815,-0.39,RO,I,SI1,VG,DD,DD,None,1.50-1.69
1816,-0.38,RO,J,SI1,VG,DD,DD,None,1.50-1.69
1817,-0.37,RO,K,SI1,VG,DD,DD,None,1.50-1.69
1818,-0.4,RO,L,SI1,VG,DD,DD,None,1.50-1.69
1819,-0.35,RO,M,SI1,VG,DD,DD,None,1.50-1.69
1820,-0.45,RO,D,SI2,VG,DD,DD,None,1.50-1.69
1821,-0.43,RO,E,SI2,VG,DD,DD,None,1.50-1.69
1822,-0.42,RO,F,SI2,VG,DD,DD,None,1.50-1.69
1823,-0.44,RO,G,SI2,VG,DD,DD,None,1.50-1.69
1824,-0.42,RO,H,SI2,VG,DD,DD,None,1.50-1.69
1825,-0.4,RO,I,SI2,VG,DD,DD,None,1.50-1.69
1826,-0.38,RO,J,SI2,VG,DD,DD,None,1.50-1.69
1827,-0.37,RO,K,SI2,VG,DD,DD,None,1.50-1.69
1828,-0.39,RO,L,SI2,VG,DD,DD,None,1.50-1.69
1829,-0.37,RO,M,SI2,VG,DD,DD,None,1.50-1.69
1830,-0.32,RO,D,I1,VG,DD,DD,None,1.50-1.69
1831,-0.34,RO,E,I1,VG,DD,DD,None,1.50-1.69
1832,-0.35,RO,F,I1,VG,DD,DD,None,1.50-1.69
1833,-0.33,RO,G,I1,VG,DD,DD,None,1.50-1.69
1834,-0.31,RO,H,I1,VG,DD,DD,None,1.50-1.69
1835,-0.31,RO,I,I1,VG,DD,DD,None,1.50-1.69
1836,-0.31,RO,J,I1,VG,DD,DD,None,1.50-1.69
1837,-0.3,RO,K,I1,VG,DD,DD,None,1.50-1.69
1838,-0.34,RO,L,I1,VG,DD,DD,None,1.50-1.69
1839,-0.3,RO,M,I1,VG,DD,DD,None,1.50-1.69
1840,-0.61,RO,D,IF,GD,DD,DD,None,1.50-1.69
1841,-0.59,RO,E,IF,GD,DD,DD,None,1.50-1.69
1842,-0.57,RO,F,IF,GD,DD,DD,None,1.50-1.69
1843,-0.5700000000000001,RO,G,IF,GD,DD,DD,None,1.50-1.69
1844,-0.54,RO,H,IF,GD,DD,DD,None,1.50-1.69
1845,-0.49,RO,I,IF,GD,DD,DD,None,1.50-1.69
1846,-0.48,RO,J,IF,GD,DD,DD,None,1.50-1.69
1847,-0.5,RO,K,IF,GD,DD,DD,None,1.50-1.69
1848,-0.5,RO,L,IF,GD,DD,DD,None,1.50-1.69
1849,-0.44,RO,M,IF,GD,DD,DD,None,1.50-1.69
1850,-0.56,RO,D,VVS1,GD,DD,DD,None,1.50-1.69
1851,-0.54,RO,E,VVS1,GD,DD,DD,None,1.50-1.69
1852,-0.56,RO,F,VVS1,GD,DD,DD,None,1.50-1.69
1853,-0.5700000000000001,RO,G,VVS1,GD,DD,DD,None,1.50-1.69
1854,-0.53,RO,H,VVS1,GD,DD,DD,None,1.50-1.69
1855,-0.48,RO,I,VVS1,GD,DD,DD,None,1.50-1.69
1856,-0.5,RO,J,VVS1,GD,DD,DD,None,1.50-1.69
1857,-0.47,RO,K,VVS1,GD,DD,DD,None,1.50-1.69
1858,-0.48,RO,L,VVS1,GD,DD,DD,None,1.50-1.69
1859,-0.46,RO,M,VVS1,GD,DD,DD,None,1.50-1.69
1860,-0.56,RO,D,VVS2,GD,DD,DD,None,1.50-1.69
1861,-0.54,RO,E,VVS2,GD,DD,DD,None,1.50-1.69
1862,-0.54,RO,F,VVS2,GD,DD,DD,None,1.50-1.69
1863,-0.56,RO,G,VVS2,GD,DD,DD,None,1.50-1.69
1864,-0.52,RO,H,VVS2,GD,DD,DD,None,1.50-1.69
1865,-0.48,RO,I,VVS2,GD,DD,DD,None,1.50-1.69
1866,-0.5,RO,J,VVS2,GD,DD,DD,None,1.50-1.69
1867,-0.48,RO,K,VVS2,GD,DD,DD,None,1.50-1.69
1868,-0.5,RO,L,VVS2,GD,DD,DD,None,1.50-1.69
1869,-0.45,RO,M,VVS2,GD,DD,DD,None,1.50-1.69
1870,-0.56,RO,D,VS1,GD,DD,DD,None,1.50-1.69
1871,-0.55,RO,E,VS1,GD,DD,DD,None,1.50-1.69
1872,-0.55,RO,F,VS1,GD,DD,DD,None,1.50-1.69
1873,-0.5700000000000001,RO,G,VS1,GD,DD,DD,None,1.50-1.69
1874,-0.52,RO,H,VS1,GD,DD,DD,None,1.50-1.69
1875,-0.49,RO,I,VS1,GD,DD,DD,None,1.50-1.69
1876,-0.48,RO,J,VS1,GD,DD,DD,None,1.50-1.69
1877,-0.47,RO,K,VS1,GD,DD,DD,None,1.50-1.69
1878,-0.49,RO,L,VS1,GD,DD,DD,None,1.50-1.69
1879,-0.45,RO,M,VS1,GD,DD,DD,None,1.50-1.69
1880,-0.5700000000000001,RO,D,VS2,GD,DD,DD,None,1.50-1.69
1881,-0.55,RO,E,VS2,GD,DD,DD,None,1.50-1.69
1882,-0.56,RO,F,VS2,GD,DD,DD,None,1.50-1.69
1883,-0.56,RO,G,VS2,GD,DD,DD,None,1.50-1.69
1884,-0.51,RO,H,VS2,GD,DD,DD,None,1.50-1.69
1885,-0.47,RO,I,VS2,GD,DD,DD,None,1.50-1.69
1886,-0.5,RO,J,VS2,GD,DD,DD,None,1.50-1.69
1887,-0.47,RO,K,VS2,GD,DD,DD,None,1.50-1.69
1888,-0.5,RO,L,VS2,GD,DD,DD,None,1.50-1.69
1889,-0.45,RO,M,VS2,GD,DD,DD,None,1.50-1.69
1890,-0.55,RO,D,SI1,GD,DD,DD,None,1.50-1.69
1891,-0.55,RO,E,SI1,GD,DD,DD,None,1.50-1.69
1892,-0.53,RO,F,SI1,GD,DD,DD,None,1.50-1.69
1893,-0.53,RO,G,SI1,GD,DD,DD,None,1.50-1.69
1894,-0.51,RO,H,SI1,GD,DD,DD,None,1.50-1.69
1895,-0.47,RO,I,SI1,GD,DD,DD,None,1.50-1.69
1896,-0.47,RO,J,SI1,GD,DD,DD,None,1.50-1.69
1897,-0.45,RO,K,SI1,GD,DD,DD,None,1.50-1.69
1898,-0.47,RO,L,SI1,GD,DD,DD,None,1.50-1.69
1899,-0.42,RO,M,SI1,GD,DD,DD,None,1.50-1.69
1900,-0.56,RO,D,SI2,GD,DD,DD,None,1.50-1.69
1901,-0.54,RO,E,SI2,GD,DD,DD,None,1.50-1.69
1902,-0.52,RO,F,SI2,GD,DD,DD,None,1.50-1.69
1903,-0.53,RO,G,SI2,GD,DD,DD,None,1.50-1.69
1904,-0.52,RO,H,SI2,GD,DD,DD,None,1.50-1.69
1905,-0.49,RO,I,SI2,GD,DD,DD,None,1.50-1.69
1906,-0.45,RO,J,SI2,GD,DD,DD,None,1.50-1.69
1907,-0.44,RO,K,SI2,GD,DD,DD,None,1.50-1.69
1908,-0.46,RO,L,SI2,GD,DD,DD,None,1.50-1.69
1909,-0.44,RO,M,SI2,GD,DD,DD,None,1.50-1.69
1910,-0.42,RO,D,I1,GD,DD,DD,None,1.50-1.69
1911,-0.43,RO,E,I1,GD,DD,DD,None,1.50-1.69
1912,-0.44,RO,F,I1,GD,DD,DD,None,1.50-1.69
1913,-0.42,RO,G,I1,GD,DD,DD,None,1.50-1.69
1914,-0.4,RO,H,I1,GD,DD,DD,None,1.50-1.69
1915,-0.4,RO,I,I1,GD,DD,DD,None,1.50-1.69
1916,-0.38,RO,J,I1,GD,DD,DD,None,1.50-1.69
1917,-0.38,RO,K,I1,GD,DD,DD,None,1.50-1.69
1918,-0.38,RO,L,I1,GD,DD,DD,None,1.50-1.69
1919,-0.37,RO,M,I1,GD,DD,DD,None,1.50-1.69
1920,-0.42,RO,D,IF,EX,EX,EX,Faint,1.50-1.69
1921,-0.4,RO,E,IF,EX,EX,EX,Faint,1.50-1.69
1922,-0.37,RO,F,IF,EX,EX,EX,Faint,1.50-1.69
1923,-0.37,RO,G,IF,EX,EX,EX,Faint,1.50-1.69
1924,-0.37,RO,H,IF,EX,EX,EX,Faint,1.50-1.69
1925,-0.37,RO,I,IF,EX,EX,EX,Faint,1.50-1.69
1926,-0.36,RO,J,IF,EX,EX,EX,Faint,1.50-1.69
1927,-0.36,RO,K,IF,EX,EX,EX,Faint,1.50-1.69
1928,-0.35,RO,L,IF,EX,EX,EX,Faint,1.50-1.69
1929,-0.34,RO,M,IF,EX,EX,EX,Faint,1.50-1.69
1930,-0.4,RO,D,VVS1,EX,EX,EX,Faint,1.50-1.69
1931,-0.39,RO,E,VVS1,EX,EX,EX,Faint,1.50-1.69
1932,-0.36,RO,F,VVS1,EX,EX,EX,Faint,1.50-1.69
1933,-0.36,RO,G,VVS1,EX,EX,EX,Faint,1.50-1.69
1934,-0.36,RO,H,VVS1,EX,EX,EX,Faint,1.50-1.69
1935,-0.36,RO,I,VVS1,EX,EX,EX,Faint,1.50-1.69
1936,-0.37,RO,J,VVS1,EX,EX,EX,Faint,1.50-1.69
1937,-0.34,RO,K,VVS1,EX,EX,EX,Faint,1.50-1.69
1938,-0.33,RO,L,VVS1,EX,EX,EX,Faint,1.50-1.69
1939,-0.34,RO,M,VVS1,EX,EX,EX,Faint,1.50-1.69
1940,-0.42,RO,D,VVS2,EX,EX,EX,Faint,1.50-1.69
1941,-0.39,RO,E,VVS2,EX,EX,EX,Faint,1.50-1.69
1942,-0.38,RO,F,VVS2,EX,EX,EX,Faint,1.50-1.69
1943,-0.36,RO,G,VVS2,EX,EX,EX,Faint,1.50-1.69
1944,-0.36,RO,H,VVS2,EX,EX,EX,Faint,1.50-1.69
1945,-0.36,RO,I,VVS2,EX,EX,EX,Faint,1.50-1.69
1946,-0.35,RO,J,VVS2,EX,EX,EX,Faint,1.50-1.69
1947,-0.35,RO,K,VVS2,EX,EX,EX,Faint,1.50-1.69
1948,-0.35,RO,L,VVS2,EX,EX,EX,Faint,1.50-1.69
1949,-0.34,RO,M,VVS2,EX,EX,EX,Faint,1.50-1.69
1950,-0.41,RO,D,VS1,EX,EX,EX,Faint,1.50-1.69
1951,-0.42,RO,E,VS1,EX,EX,EX,Faint,1.50-1.69
1952,-0.39,RO,F,VS1,EX,EX,EX,Faint,1.50-1.69
1953,-0.36,RO,G,VS1,EX,EX,EX,Faint,1.50-1.69
1954,-0.37,RO,H,VS1,EX,EX,EX,Faint,1.50-1.69
1955,-0.37,RO,I,VS1,EX,EX,EX,Faint,1.50-1.69
1956,-0.33,RO,J,VS1,EX,EX,EX,Faint,1.50-1.69
1957,-0.35,RO,K,VS1,EX,EX,EX,Faint,1.50-1.69
1958,-0.36,RO,L,VS1,EX,EX,EX,Faint,1.50-1.69
1959,-0.34,RO,M,VS1,EX,EX,EX,Faint,1.50-1.69
1960,-0.41,RO,D,VS2,EX,EX,EX,Faint,1.50-1.69
1961,-0.41,RO,E,VS2,EX,EX,EX,Faint,1.50-1.69
1962,-0.39,RO,F,VS2,EX,EX,EX,Faint,1.50-1.69
1963,-0.36,RO,G,VS2,EX,EX,EX,Faint,1.50-1.69
1964,-0.36,RO,H,VS2,EX,EX,EX,Faint,1.50-1.69
1965,-0.35,RO,I,VS2,EX,EX,EX,Faint,1.50-1.69
1966,-0.36,RO,J,VS2,EX,EX,EX,Faint,1.50-1.69
1967,-0.35,RO,K,VS2,EX,EX,EX,Faint,1.50-1.69
1968,-0.37,RO,L,VS2,EX,EX,EX,Faint,1.50-1.69
1969,-0.34,RO,M,VS2,EX,EX,EX,Faint,1.50-1.69
1970,-0.42,RO,D,SI1,EX,EX,EX,Faint,1.50-1.69
1971,-0.39,RO,E,SI1,EX,EX,EX,Faint,1.50-1.69
1972,-0.37,RO,F,SI1,EX,EX,EX,Faint,1.50-1.69
1973,-0.37,RO,G,SI1,EX,EX,EX,Faint,1.50-1.69
1974,-0.37,RO,H,SI1,EX,EX,EX,Faint,1.50-1.69
1975,-0.35,RO,I,SI1,EX,EX,EX,Faint,1.50-1.69
1976,-0.34,RO,J,SI1,EX,EX,EX,Faint,1.50-1.69
1977,-0.33,RO,K,SI1,EX,EX,EX,Faint,1.50-1.69
1978,-0.34,RO,L,SI1,EX,EX,EX,Faint,1.50-1.69
1979,-0.33,RO,M,SI1,EX,EX,EX,Faint,1.50-1.69
1980,-0.4,RO,D,SI2,EX,EX,EX,Faint,1.50-1.69
1981,-0.38,RO,E,SI2,EX,EX,EX,Faint,1.50-1.69
1982,-0.37,RO,F,SI2,EX,EX,EX,Faint,1.50-1.69
1983,-0.38,RO,G,SI2,EX,EX,EX,Faint,1.50-1.69
1984,-0.38,RO,H,SI2,EX,EX,EX,Faint,1.50-1.69
1985,-0.37,RO,I,SI2,EX,EX,EX,Faint,1.50-1.69
1986,-0.33,RO,J,SI2,EX,EX,EX,Faint,1.50-1.69
1987,-0.33,RO,K,SI2,EX,EX,EX,Faint,1.50-1.69
1988,-0.35,RO,L,SI2,EX,EX,EX,Faint,1.50-1.69
1989,-0.35,RO,M,SI2,EX,EX,EX,Faint,1.50-1.69
1990,-0.27,RO,D,I1,EX,EX,EX,Faint,1.50-1.69
1991,-0.29,RO,E,I1,EX,EX,EX,Faint,1.50-1.69
1992,-0.29,RO,F,I1,EX,EX,EX,Faint,1.50-1.69
1993,-0.29,RO,G,I1,EX,EX,EX,Faint,1.50-1.69
1994,-0.29,RO,H,I1,EX,EX,EX,Faint,1.50-1.69
1995,-0.27,RO,I,I1,EX,EX,EX,Faint,1.50-1.69
1996,-0.28,RO,J,I1,EX,EX,EX,Faint,1.50-1.69
1997,-0.26,RO,K,I1,EX,EX,EX,Faint,1.50-1.69
1998,-0.25,RO,L,I1,EX,EX,EX,Faint,1.50-1.69
1999,-0.27,RO,M,I1,EX,EX,EX,Faint,1.50-1.69
2000,-0.49,RO,D,IF,EX,DD,DD,Faint,1.50-1.69
2001,-0.44,RO,E,IF,EX,DD,DD,Faint,1.50-1.69
2002,-0.41,RO,F,IF,EX,DD,DD,Faint,1.50-1.69
2003,-0.45,RO,G,IF,EX,DD,DD,Faint,1.50-1.69
2004,-0.42,RO,H,IF,EX,DD,DD,Faint,1.50-1.69
2005,-0.4,RO,I,IF,EX,DD,DD,Faint,1.50-1.69
2006,-0.39,RO,J,IF,EX,DD,DD,Faint,1.50-1.69
2007,-0.41,RO,K,IF,EX,DD,DD,Faint,1.50-1.69
2008,-0.41,RO,L,IF,EX,DD,DD,Faint,1.50-1.69
2009,-0.39,RO,M,IF,EX,DD,DD,Faint,1.50-1.69
2010,-0.46,RO,D,VVS1,EX,DD,DD,Faint,1.50-1.69
2011,-0.43,RO,E,VVS1,EX,DD,DD,Faint,1.50-1.69
2012,-0.4,RO,F,VVS1,EX,DD,DD,Faint,1.50-1.69
2013,-0.42,RO,G,VVS1,EX,DD,DD,Faint,1.50-1.69
2014,-0.42,RO,H,VVS1,EX,DD,DD,Faint,1.50-1.69
2015,-0.38,RO,I,VVS1,EX,DD,DD,Faint,1.50-1.69
2016,-0.4,RO,J,VVS1,EX,DD,DD,Faint,1.50-1.69
2017,-0.38,RO,K,VVS1,EX,DD,DD,Faint,1.50-1.69
2018,-0.38,RO,L,VVS1,EX,DD,DD,Faint,1.50-1.69
2019,-0.4,RO,M,VVS1,EX,DD,DD,Faint,1.50-1.69
2020,-0.46,RO,D,VVS2,EX,DD,DD,Faint,1.50-1.69
2021,-0.43,RO,E,VVS2,EX,DD,DD,Faint,1.50-1.69
2022,-0.4,RO,F,VVS2,EX,DD,DD,Faint,1.50-1.69
2023,-0.42,RO,G,VVS2,EX,DD,DD,Faint,1.50-1.69
2024,-0.41,RO,H,VVS2,EX,DD,DD,Faint,1.50-1.69
2025,-0.38,RO,I,VVS2,EX,DD,DD,Faint,1.50-1.69
2026,-0.4,RO,J,VVS2,EX,DD,DD,Faint,1.50-1.69
2027,-0.4,RO,K,VVS2,EX,DD,DD,Faint,1.50-1.69
2028,-0.41,RO,L,VVS2,EX,DD,DD,Faint,1.50-1.69
2029,-0.38,RO,M,VVS2,EX,DD,DD,Faint,1.50-1.69
2030,-0.45,RO,D,VS1,EX,DD,DD,Faint,1.50-1.69
2031,-0.44,RO,E,VS1,EX,DD,DD,Faint,1.50-1.69
2032,-0.43,RO,F,VS1,EX,DD,DD,Faint,1.50-1.69
2033,-0.41,RO,G,VS1,EX,DD,DD,Faint,1.50-1.69
2034,-0.4,RO,H,VS1,EX,DD,DD,Faint,1.50-1.69
2035,-0.41,RO,I,VS1,EX,DD,DD,Faint,1.50-1.69
2036,-0.38,RO,J,VS1,EX,DD,DD,Faint,1.50-1.69
2037,-0.39,RO,K,VS1,EX,DD,DD,Faint,1.50-1.69
2038,-0.41,RO,L,VS1,EX,DD,DD,Faint,1.50-1.69
2039,-0.4,RO,M,VS1,EX,DD,DD,Faint,1.50-1.69
2040,-0.45,RO,D,VS2,EX,DD,DD,Faint,1.50-1.69
2041,-0.44,RO,E,VS2,EX,DD,DD,Faint,1.50-1.69
2042,-0.44,RO,F,VS2,EX,DD,DD,Faint,1.50-1.69
2043,-0.42,RO,G,VS2,EX,DD,DD,Faint,1.50-1.69
2044,-0.39,RO,H,VS2,EX,DD,DD,Faint,1.50-1.69
2045,-0.41,RO,I,VS2,EX,DD,DD,Faint,1.50-1.69
2046,-0.42,RO,J,VS2,EX,DD,DD,Faint,1.50-1.69
2047,-0.4,RO,K,VS2,EX,DD,DD,Faint,1.50-1.69
2048,-0.41,RO,L,VS2,EX,DD,DD,Faint,1.50-1.69
2049,-0.39,RO,M,VS2,EX,DD,DD,Faint,1.50-1.69
2050,-0.45,RO,D,SI1,EX,DD,DD,Faint,1.50-1.69
2051,-0.43,RO,E,SI1,EX,DD,DD,Faint,1.50-1.69
2052,-0.41,RO,F,SI1,EX,DD,DD,Faint,1.50-1.69
2053,-0.41,RO,G,SI1,EX,DD,DD,Faint,1.50-1.69
2054,-0.39,RO,H,SI1,EX,DD,DD,Faint,1.50-1.69
2055,-0.4,RO,I,SI1,EX,DD,DD,Faint,1.50-1.69
2056,-0.38,RO,J,SI1,EX,DD,DD,Faint,1.50-1.69
2057,-0.39,RO,K,SI1,EX,DD,DD,Faint,1.50-1.69
2058,-0.39,RO,L,SI1,EX,DD,DD,Faint,1.50-1.69
2059,-0.36,RO,M,SI1,EX,DD,DD,Faint,1.50-1.69
2060,-0.45,RO,D,SI2,EX,DD,DD,Faint,1.50-1.69
2061,-0.43,RO,E,SI2,EX,DD,DD,Faint,1.50-1.69
2062,-0.42,RO,F,SI2,EX,DD,DD,Faint,1.50-1.69
2063,-0.42,RO,G,SI2,EX,DD,DD,Faint,1.50-1.69
2064,-0.4,RO,H,SI2,EX,DD,DD,Faint,1.50-1.69
2065,-0.4,RO,I,SI2,EX,DD,DD,Faint,1.50-1.69
2066,-0.38,RO,J,SI2,EX,DD,DD,Faint,1.50-1.69
2067,-0.39,RO,K,SI2,EX,DD,DD,Faint,1.50-1.69
2068,-0.39,RO,L,SI2,EX,DD,DD,Faint,1.50-1.69
2069,-0.38,RO,M,SI2,EX,DD,DD,Faint,1.50-1.69
2070,-0.3,RO,D,I1,EX,DD,DD,Faint,1.50-1.69
2071,-0.32,RO,E,I1,EX,DD,DD,Faint,1.50-1.69
2072,-0.35,RO,F,I1,EX,DD,DD,Faint,1.50-1.69
2073,-0.33,RO,G,I1,EX,DD,DD,Faint,1.50-1.69
2074,-0.33,RO,H,I1,EX,DD,DD,Faint,1.50-1.69
2075,-0.32,RO,I,I1,EX,DD,DD,Faint,1.50-1.69
2076,-0.31000000000000005,RO,J,I1,EX,DD,DD,Faint,1.50-1.69
2077,-0.31,RO,K,I1,EX,DD,DD,Faint,1.50-1.69
2078,-0.31,RO,L,I1,EX,DD,DD,Faint,1.50-1.69
2079,-0.3,RO,M,I1,EX,DD,DD,Faint,1.50-1.69
2080,-0.54,RO,D,IF,VG,DD,DD,Faint,1.50-1.69
2081,-0.53,RO,E,IF,VG,DD,DD,Faint,1.50-1.69
2082,-0.5,RO,F,IF,VG,DD,DD,Faint,1.50-1.69
2083,-0.52,RO,G,IF,VG,DD,DD,Faint,1.50-1.69
2084,-0.48,RO,H,IF,VG,DD,DD,Faint,1.50-1.69
2085,-0.45,RO,I,IF,VG,DD,DD,Faint,1.50-1.69
2086,-0.43,RO,J,IF,VG,DD,DD,Faint,1.50-1.69
2087,-0.48,RO,K,IF,VG,DD,DD,Faint,1.50-1.69
2088,-0.45,RO,L,IF,VG,DD,DD,Faint,1.50-1.69
2089,-0.43,RO,M,IF,VG,DD,DD,Faint,1.50-1.69
2090,-0.49,RO,D,VVS1,VG,DD,DD,Faint,1.50-1.69
2091,-0.49,RO,E,VVS1,VG,DD,DD,Faint,1.50-1.69
2092,-0.48,RO,F,VVS1,VG,DD,DD,Faint,1.50-1.69
2093,-0.49,RO,G,VVS1,VG,DD,DD,Faint,1.50-1.69
2094,-0.49,RO,H,VVS1,VG,DD,DD,Faint,1.50-1.69
2095,-0.44,RO,I,VVS1,VG,DD,DD,Faint,1.50-1.69
2096,-0.46,RO,J,VVS1,VG,DD,DD,Faint,1.50-1.69
2097,-0.45,RO,K,VVS1,VG,DD,DD,Faint,1.50-1.69
2098,-0.43,RO,L,VVS1,VG,DD,DD,Faint,1.50-1.69
2099,-0.45,RO,M,VVS1,VG,DD,DD,Faint,1.50-1.69
2100,-0.5,RO,D,VVS2,VG,DD,DD,Faint,1.50-1.69
2101,-0.49,RO,E,VVS2,VG,DD,DD,Faint,1.50-1.69
2102,-0.46,RO,F,VVS2,VG,DD,DD,Faint,1.50-1.69
2103,-0.49,RO,G,VVS2,VG,DD,DD,Faint,1.50-1.69
2104,-0.48,RO,H,VVS2,VG,DD,DD,Faint,1.50-1.69
2105,-0.44,RO,I,VVS2,VG,DD,DD,Faint,1.50-1.69
2106,-0.46,RO,J,VVS2,VG,DD,DD,Faint,1.50-1.69
2107,-0.45,RO,K,VVS2,VG,DD,DD,Faint,1.50-1.69
2108,-0.47,RO,L,VVS2,VG,DD,DD,Faint,1.50-1.69
2109,-0.44,RO,M,VVS2,VG,DD,DD,Faint,1.50-1.69
2110,-0.5,RO,D,VS1,VG,DD,DD,Faint,1.50-1.69
2111,-0.5,RO,E,VS1,VG,DD,DD,Faint,1.50-1.69
2112,-0.49,RO,F,VS1,VG,DD,DD,Faint,1.50-1.69
2113,-0.48,RO,G,VS1,VG,DD,DD,Faint,1.50-1.69
2114,-0.47,RO,H,VS1,VG,DD,DD,Faint,1.50-1.69
2115,-0.45,RO,I,VS1,VG,DD,DD,Faint,1.50-1.69
2116,-0.44,RO,J,VS1,VG,DD,DD,Faint,1.50-1.69
2117,-0.44,RO,K,VS1,VG,DD,DD,Faint,1.50-1.69
2118,-0.47,RO,L,VS1,VG,DD,DD,Faint,1.50-1.69
2119,-0.46,RO,M,VS1,VG,DD,DD,Faint,1.50-1.69
2120,-0.52,RO,D,VS2,VG,DD,DD,Faint,1.50-1.69
2121,-0.49,RO,E,VS2,VG,DD,DD,Faint,1.50-1.69
2122,-0.49,RO,F,VS2,VG,DD,DD,Faint,1.50-1.69
2123,-0.48,RO,G,VS2,VG,DD,DD,Faint,1.50-1.69
2124,-0.46,RO,H,VS2,VG,DD,DD,Faint,1.50-1.69
2125,-0.44,RO,I,VS2,VG,DD,DD,Faint,1.50-1.69
2126,-0.46,RO,J,VS2,VG,DD,DD,Faint,1.50-1.69
2127,-0.44,RO,K,VS2,VG,DD,DD,Faint,1.50-1.69
2128,-0.47,RO,L,VS2,VG,DD,DD,Faint,1.50-1.69
2129,-0.46,RO,M,VS2,VG,DD,DD,Faint,1.50-1.69
2130,-0.49,RO,D,SI1,VG,DD,DD,Faint,1.50-1.69
2131,-0.49,RO,E,SI1,VG,DD,DD,Faint,1.50-1.69
2132,-0.47,RO,F,SI1,VG,DD,DD,Faint,1.50-1.69
2133,-0.47,RO,G,SI1,VG,DD,DD,Faint,1.50-1.69
2134,-0.45,RO,H,SI1,VG,DD,DD,Faint,1.50-1.69
2135,-0.47,RO,I,SI1,VG,DD,DD,Faint,1.50-1.69
2136,-0.42,RO,J,SI1,VG,DD,DD,Faint,1.50-1.69
2137,-0.43,RO,K,SI1,VG,DD,DD,Faint,1.50-1.69
2138,-0.44,RO,L,SI1,VG,DD,DD,Faint,1.50-1.69
2139,-0.43,RO,M,SI1,VG,DD,DD,Faint,1.50-1.69
2140,-0.5,RO,D,SI2,VG,DD,DD,Faint,1.50-1.69
