,Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size
2141,-0.48,RO,E,SI2,VG,DD,DD,Faint,1.50-1.69
2142,-0.45,RO,F,SI2,VG,DD,DD,Faint,1.50-1.69
2143,-0.46,RO,G,SI2,VG,DD,DD,Faint,1.50-1.69
2144,-0.44,RO,H,SI2,VG,DD,DD,Faint,1.50-1.69
2145,-0.47,RO,I,SI2,VG,DD,DD,Faint,1.50-1.69
2146,-0.42,RO,J,SI2,VG,DD,DD,Faint,1.50-1.69
2147,-0.44,RO,K,SI2,VG,DD,DD,Faint,1.50-1.69
2148,-0.44,RO,L,SI2,VG,DD,DD,Faint,1.50-1.69
2149,-0.43,RO,M,SI2,VG,DD,DD,Faint,1.50-1.69
2150,-0.34,RO,D,I1,VG,DD,DD,Faint,1.50-1.69
2151,-0.38,RO,E,I1,VG,DD,DD,Faint,1.50-1.69
2152,-0.38,RO,F,I1,VG,DD,DD,Faint,1.50-1.69
2153,-0.37,RO,G,I1,VG,DD,DD,Faint,1.50-1.69
2154,-0.37,RO,H,I1,VG,DD,DD,Faint,1.50-1.69
2155,-0.37,RO,I,I1,VG,DD,DD,Faint,1.50-1.69
2156,-0.38,RO,J,I1,VG,DD,DD,Faint,1.50-1.69
2157,-0.35,RO,K,I1,VG,DD,DD,Faint,1.50-1.69
2158,-0.37,RO,L,I1,VG,DD,DD,Faint,1.50-1.69
2159,-0.35,RO,M,I1,VG,DD,DD,Faint,1.50-1.69
2160,-0.65,RO,D,IF,GD,DD,DD,Faint,1.50-1.69
2161,-0.64,RO,E,IF,GD,DD,DD,Faint,1.50-1.69
2162,-0.61,RO,F,IF,GD,DD,DD,Faint,1.50-1.69
2163,-0.62,RO,G,IF,GD,DD,DD,Faint,1.50-1.69
2164,-0.59,RO,H,IF,GD,DD,DD,Faint,1.50-1.69
2165,-0.54,RO,I,IF,GD,DD,DD,Faint,1.50-1.69
2166,-0.52,RO,J,IF,GD,DD,DD,Faint,1.50-1.69
2167,-0.55,RO,K,IF,GD,DD,DD,Faint,1.50-1.69
2168,-0.54,RO,L,IF,GD,DD,DD,Faint,1.50-1.69
2169,-0.51,RO,M,IF,GD,DD,DD,Faint,1.50-1.69
2170,-0.61,RO,D,VVS1,GD,DD,DD,Faint,1.50-1.69
2171,-0.6,RO,E,VVS1,GD,DD,DD,Faint,1.50-1.69
2172,-0.6,RO,F,VVS1,GD,DD,DD,Faint,1.50-1.69
2173,-0.62,RO,G,VVS1,GD,DD,DD,Faint,1.50-1.69
2174,-0.59,RO,H,VVS1,GD,DD,DD,Faint,1.50-1.69
2175,-0.53,RO,I,VVS1,GD,DD,DD,Faint,1.50-1.69
2176,-0.53,RO,J,VVS1,GD,DD,DD,Faint,1.50-1.69
2177,-0.52,RO,K,VVS1,GD,DD,DD,Faint,1.50-1.69
2178,-0.51,RO,L,VVS1,GD,DD,DD,Faint,1.50-1.69
2179,-0.52,RO,M,VVS1,GD,DD,DD,Faint,1.50-1.69
2180,-0.61,RO,D,VVS2,GD,DD,DD,Faint,1.50-1.69
2181,-0.6,RO,E,VVS2,GD,DD,DD,Faint,1.50-1.69
2182,-0.58,RO,F,VVS2,GD,DD,DD,Faint,1.50-1.69
2183,-0.6,RO,G,VVS2,GD,DD,DD,Faint,1.50-1.69
2184,-0.58,RO,H,VVS2,GD,DD,DD,Faint,1.50-1.69
2185,-0.52,RO,I,VVS2,GD,DD,DD,Faint,1.50-1.69
2186,-0.54,RO,J,VVS2,GD,DD,DD,Faint,1.50-1.69
2187,-0.53,RO,K,VVS2,GD,DD,DD,Faint,1.50-1.69
2188,-0.55,RO,L,VVS2,GD,DD,DD,Faint,1.50-1.69
2189,-0.51,RO,M,VVS2,GD,DD,DD,Faint,1.50-1.69
2190,-0.6,RO,D,VS1,GD,DD,DD,Faint,1.50-1.69
2191,-0.59,RO,E,VS1,GD,DD,DD,Faint,1.50-1.69
2192,-0.61,RO,F,VS1,GD,DD,DD,Faint,1.50-1.69
2193,-0.6,RO,G,VS1,GD,DD,DD,Faint,1.50-1.69
2194,-0.57,RO,H,VS1,GD,DD,DD,Faint,1.50-1.69
2195,-0.54,RO,I,VS1,GD,DD,DD,Faint,1.50-1.69
2196,-0.53,RO,J,VS1,GD,DD,DD,Faint,1.50-1.69
2197,-0.52,RO,K,VS1,GD,DD,DD,Faint,1.50-1.69
2198,-0.55,RO,L,VS1,GD,DD,DD,Faint,1.50-1.69
2199,-0.52,RO,M,VS1,GD,DD,DD,Faint,1.50-1.69
2200,-0.62,RO,D,VS2,GD,DD,DD,Faint,1.50-1.69
2201,-0.6,RO,E,VS2,GD,DD,DD,Faint,1.50-1.69
2202,-0.62,RO,F,VS2,GD,DD,DD,Faint,1.50-1.69
2203,-0.6,RO,G,VS2,GD,DD,DD,Faint,1.50-1.69
2204,-0.5700000000000001,RO,H,VS2,GD,DD,DD,Faint,1.50-1.69
2205,-0.52,RO,I,VS2,GD,DD,DD,Faint,1.50-1.69
2206,-0.53,RO,J,VS2,GD,DD,DD,Faint,1.50-1.69
2207,-0.52,RO,K,VS2,GD,DD,DD,Faint,1.50-1.69
2208,-0.54,RO,L,VS2,GD,DD,DD,Faint,1.50-1.69
2209,-0.52,RO,M,VS2,GD,DD,DD,Faint,1.50-1.69
2210,-0.6,RO,D,SI1,GD,DD,DD,Faint,1.50-1.69
2211,-0.6,RO,E,SI1,GD,DD,DD,Faint,1.50-1.69
2212,-0.59,RO,F,SI1,GD,DD,DD,Faint,1.50-1.69
2213,-0.59,RO,G,SI1,GD,DD,DD,Faint,1.50-1.69
2214,-0.57,RO,H,SI1,GD,DD,DD,Faint,1.50-1.69
2215,-0.54,RO,I,SI1,GD,DD,DD,Faint,1.50-1.69
2216,-0.51,RO,J,SI1,GD,DD,DD,Faint,1.50-1.69
2217,-0.51,RO,K,SI1,GD,DD,DD,Faint,1.50-1.69
2218,-0.51,RO,L,SI1,GD,DD,DD,Faint,1.50-1.69
2219,-0.49,RO,M,SI1,GD,DD,DD,Faint,1.50-1.69
2220,-0.6,RO,D,SI2,GD,DD,DD,Faint,1.50-1.69
2221,-0.59,RO,E,SI2,GD,DD,DD,Faint,1.50-1.69
2222,-0.57,RO,F,SI2,GD,DD,DD,Faint,1.50-1.69
2223,-0.5800000000000001,RO,G,SI2,GD,DD,DD,Faint,1.50-1.69
2224,-0.56,RO,H,SI2,GD,DD,DD,Faint,1.50-1.69
2225,-0.53,RO,I,SI2,GD,DD,DD,Faint,1.50-1.69
2226,-0.5,RO,J,SI2,GD,DD,DD,Faint,1.50-1.69
2227,-0.5,RO,K,SI2,GD,DD,DD,Faint,1.50-1.69
2228,-0.5,RO,L,SI2,GD,DD,DD,Faint,1.50-1.69
2229,-0.49,RO,M,SI2,GD,DD,DD,Faint,1.50-1.69
2230,-0.44,RO,D,I1,GD,DD,DD,Faint,1.50-1.69
2231,-0.48,RO,E,I1,GD,DD,DD,Faint,1.50-1.69
2232,-0.49,RO,F,I1,GD,DD,DD,Faint,1.50-1.69
2233,-0.47,RO,G,I1,GD,DD,DD,Faint,1.50-1.69
2234,-0.45,RO,H,I1,GD,DD,DD,Faint,1.50-1.69
2235,-0.44,RO,I,I1,GD,DD,DD,Faint,1.50-1.69
2236,-0.44,RO,J,I1,GD,DD,DD,Faint,1.50-1.69
2237,-0.44,RO,K,I1,GD,DD,DD,Faint,1.50-1.69
2238,-0.43,RO,L,I1,GD,DD,DD,Faint,1.50-1.69
2239,-0.42,RO,M,I1,GD,DD,DD,Faint,1.50-1.69
2240,-0.51,RO,D,IF,EX,EX,EX,Medium,1.50-1.69
2241,-0.48,RO,E,IF,EX,EX,EX,Medium,1.50-1.69
2242,-0.45,RO,F,IF,EX,EX,EX,Medium,1.50-1.69
2243,-0.46,RO,G,IF,EX,EX,EX,Medium,1.50-1.69
2244,-0.43,RO,H,IF,EX,EX,EX,Medium,1.50-1.69
2245,-0.43,RO,I,IF,EX,EX,EX,Medium,1.50-1.69
2246,-0.41,RO,J,IF,EX,EX,EX,Medium,1.50-1.69
2247,-0.4,RO,K,IF,EX,EX,EX,Medium,1.50-1.69
2248,-0.39,RO,L,IF,EX,EX,EX,Medium,1.50-1.69
2249,-0.39,RO,M,IF,EX,EX,EX,Medium,1.50-1.69
2250,-0.47,RO,D,VVS1,EX,EX,EX,Medium,1.50-1.69
2251,-0.46,RO,E,VVS1,EX,EX,EX,Medium,1.50-1.69
2252,-0.44,RO,F,VVS1,EX,EX,EX,Medium,1.50-1.69
2253,-0.43,RO,G,VVS1,EX,EX,EX,Medium,1.50-1.69
2254,-0.42,RO,H,VVS1,EX,EX,EX,Medium,1.50-1.69
2255,-0.4,RO,I,VVS1,EX,EX,EX,Medium,1.50-1.69
2256,-0.42,RO,J,VVS1,EX,EX,EX,Medium,1.50-1.69
2257,-0.39,RO,K,VVS1,EX,EX,EX,Medium,1.50-1.69
2258,-0.37,RO,L,VVS1,EX,EX,EX,Medium,1.50-1.69
2259,-0.38,RO,M,VVS1,EX,EX,EX,Medium,1.50-1.69
2260,-0.5,RO,D,VVS2,EX,EX,EX,Medium,1.50-1.69
2261,-0.47,RO,E,VVS2,EX,EX,EX,Medium,1.50-1.69
2262,-0.46,RO,F,VVS2,EX,EX,EX,Medium,1.50-1.69
2263,-0.42,RO,G,VVS2,EX,EX,EX,Medium,1.50-1.69
2264,-0.42,RO,H,VVS2,EX,EX,EX,Medium,1.50-1.69
2265,-0.41,RO,I,VVS2,EX,EX,EX,Medium,1.50-1.69
2266,-0.4,RO,J,VVS2,EX,EX,EX,Medium,1.50-1.69
2267,-0.38,RO,K,VVS2,EX,EX,EX,Medium,1.50-1.69
2268,-0.38,RO,L,VVS2,EX,EX,EX,Medium,1.50-1.69
2269,-0.39,RO,M,VVS2,EX,EX,EX,Medium,1.50-1.69
2270,-0.49,RO,D,VS1,EX,EX,EX,Medium,1.50-1.69
2271,-0.49,RO,E,VS1,EX,EX,EX,Medium,1.50-1.69
2272,-0.47,RO,F,VS1,EX,EX,EX,Medium,1.50-1.69
2273,-0.42,RO,G,VS1,EX,EX,EX,Medium,1.50-1.69
2274,-0.43,RO,H,VS1,EX,EX,EX,Medium,1.50-1.69
2275,-0.42,RO,I,VS1,EX,EX,EX,Medium,1.50-1.69
2276,-0.37,RO,J,VS1,EX,EX,EX,Medium,1.50-1.69
2277,-0.39,RO,K,VS1,EX,EX,EX,Medium,1.50-1.69
2278,-0.39,RO,L,VS1,EX,EX,EX,Medium,1.50-1.69
2279,-0.38,RO,M,VS1,EX,EX,EX,Medium,1.50-1.69
2280,-0.49,RO,D,VS2,EX,EX,EX,Medium,1.50-1.69
2281,-0.48,RO,E,VS2,EX,EX,EX,Medium,1.50-1.69
2282,-0.47,RO,F,VS2,EX,EX,EX,Medium,1.50-1.69
2283,-0.42,RO,G,VS2,EX,EX,EX,Medium,1.50-1.69
2284,-0.41,RO,H,VS2,EX,EX,EX,Medium,1.50-1.69
2285,-0.4,RO,I,VS2,EX,EX,EX,Medium,1.50-1.69
2286,-0.39,RO,J,VS2,EX,EX,EX,Medium,1.50-1.69
2287,-0.39,RO,K,VS2,EX,EX,EX,Medium,1.50-1.69
2288,-0.39,RO,L,VS2,EX,EX,EX,Medium,1.50-1.69
2289,-0.38,RO,M,VS2,EX,EX,EX,Medium,1.50-1.69
2290,-0.48,RO,D,SI1,EX,EX,EX,Medium,1.50-1.69
2291,-0.46,RO,E,SI1,EX,EX,EX,Medium,1.50-1.69
2292,-0.44,RO,F,SI1,EX,EX,EX,Medium,1.50-1.69
2293,-0.43,RO,G,SI1,EX,EX,EX,Medium,1.50-1.69
2294,-0.43,RO,H,SI1,EX,EX,EX,Medium,1.50-1.69
2295,-0.4,RO,I,SI1,EX,EX,EX,Medium,1.50-1.69
2296,-0.38,RO,J,SI1,EX,EX,EX,Medium,1.50-1.69
2297,-0.36,RO,K,SI1,EX,EX,EX,Medium,1.50-1.69
2298,-0.36,RO,L,SI1,EX,EX,EX,Medium,1.50-1.69
2299,-0.36,RO,M,SI1,EX,EX,EX,Medium,1.50-1.69
2300,-0.45,RO,D,SI2,EX,EX,EX,Medium,1.50-1.69
2301,-0.45,RO,E,SI2,EX,EX,EX,Medium,1.50-1.69
2302,-0.43,RO,F,SI2,EX,EX,EX,Medium,1.50-1.69
2303,-0.44,RO,G,SI2,EX,EX,EX,Medium,1.50-1.69
2304,-0.43,RO,H,SI2,EX,EX,EX,Medium,1.50-1.69
2305,-0.41,RO,I,SI2,EX,EX,EX,Medium,1.50-1.69
2306,-0.37,RO,J,SI2,EX,EX,EX,Medium,1.50-1.69
2307,-0.37,RO,K,SI2,EX,EX,EX,Medium,1.50-1.69
2308,-0.37,RO,L,SI2,EX,EX,EX,Medium,1.50-1.69
2309,-0.38,RO,M,SI2,EX,EX,EX,Medium,1.50-1.69
2310,-0.3,RO,D,I1,EX,EX,EX,Medium,1.50-1.69
2311,-0.34,RO,E,I1,EX,EX,EX,Medium,1.50-1.69
2312,-0.35,RO,F,I1,EX,EX,EX,Medium,1.50-1.69
2313,-0.34,RO,G,I1,EX,EX,EX,Medium,1.50-1.69
2314,-0.35,RO,H,I1,EX,EX,EX,Medium,1.50-1.69
2315,-0.3,RO,I,I1,EX,EX,EX,Medium,1.50-1.69
2316,-0.32,RO,J,I1,EX,EX,EX,Medium,1.50-1.69
2317,-0.3,RO,K,I1,EX,EX,EX,Medium,1.50-1.69
2318,-0.28,RO,L,I1,EX,EX,EX,Medium,1.50-1.69
2319,-0.3,RO,M,I1,EX,EX,EX,Medium,1.50-1.69
2320,-0.56,RO,D,IF,EX,DD,DD,MED,1.50-1.69
2321,-0.53,RO,E,IF,EX,DD,DD,MED,1.50-1.69
2322,-0.48,RO,F,IF,EX,DD,DD,MED,1.50-1.69
2323,-0.5,RO,G,IF,EX,DD,DD,MED,1.50-1.69
2324,-0.49,RO,H,IF,EX,DD,DD,MED,1.50-1.69
2325,-0.45,RO,I,IF,EX,DD,DD,MED,1.50-1.69
2326,-0.45,RO,J,IF,EX,DD,DD,MED,1.50-1.69
2327,-0.47,RO,K,IF,EX,DD,DD,MED,1.50-1.69
2328,-0.44,RO,L,IF,EX,DD,DD,MED,1.50-1.69
2329,-0.44,RO,M,IF,EX,DD,DD,MED,1.50-1.69
2330,-0.54,RO,D,VVS1,EX,DD,DD,MED,1.50-1.69
2331,-0.51,RO,E,VVS1,EX,DD,DD,MED,1.50-1.69
2332,-0.48,RO,F,VVS1,EX,DD,DD,MED,1.50-1.69
2333,-0.48,RO,G,VVS1,EX,DD,DD,MED,1.50-1.69
2334,-0.48,RO,H,VVS1,EX,DD,DD,MED,1.50-1.69
2335,-0.44,RO,I,VVS1,EX,DD,DD,MED,1.50-1.69
2336,-0.46,RO,J,VVS1,EX,DD,DD,MED,1.50-1.69
2337,-0.45,RO,K,VVS1,EX,DD,DD,MED,1.50-1.69
2338,-0.41,RO,L,VVS1,EX,DD,DD,MED,1.50-1.69
2339,-0.42,RO,M,VVS1,EX,DD,DD,MED,1.50-1.69
2340,-0.55,RO,D,VVS2,EX,DD,DD,MED,1.50-1.69
2341,-0.51,RO,E,VVS2,EX,DD,DD,MED,1.50-1.69
2342,-0.52,RO,F,VVS2,EX,DD,DD,MED,1.50-1.69
2343,-0.49,RO,G,VVS2,EX,DD,DD,MED,1.50-1.69
2344,-0.45,RO,H,VVS2,EX,DD,DD,MED,1.50-1.69
2345,-0.44,RO,I,VVS2,EX,DD,DD,MED,1.50-1.69
2346,-0.45,RO,J,VVS2,EX,DD,DD,MED,1.50-1.69
2347,-0.45,RO,K,VVS2,EX,DD,DD,MED,1.50-1.69
2348,-0.43,RO,L,VVS2,EX,DD,DD,MED,1.50-1.69
2349,-0.43,RO,M,VVS2,EX,DD,DD,MED,1.50-1.69
2350,-0.54,RO,D,VS1,EX,DD,DD,MED,1.50-1.69
2351,-0.51,RO,E,VS1,EX,DD,DD,MED,1.50-1.69
2352,-0.515,RO,F,VS1,EX,DD,DD,MED,1.50-1.69
2353,-0.47,RO,G,VS1,EX,DD,DD,MED,1.50-1.69
2354,-0.46,RO,H,VS1,EX,DD,DD,MED,1.50-1.69
2355,-0.44,RO,I,VS1,EX,DD,DD,MED,1.50-1.69
2356,-0.42,RO,J,VS1,EX,DD,DD,MED,1.50-1.69
2357,-0.46,RO,K,VS1,EX,DD,DD,MED,1.50-1.69
2358,-0.43,RO,L,VS1,EX,DD,DD,MED,1.50-1.69
2359,-0.43,RO,M,VS1,EX,DD,DD,MED,1.50-1.69
2360,-0.53,RO,D,VS2,EX,DD,DD,MED,1.50-1.69
2361,-0.53,RO,E,VS2,EX,DD,DD,MED,1.50-1.69
2362,-0.52,RO,F,VS2,EX,DD,DD,MED,1.50-1.69
2363,-0.48,RO,G,VS2,EX,DD,DD,MED,1.50-1.69
2364,-0.45,RO,H,VS2,EX,DD,DD,MED,1.50-1.69
2365,-0.42,RO,I,VS2,EX,DD,DD,MED,1.50-1.69
2366,-0.45,RO,J,VS2,EX,DD,DD,MED,1.50-1.69
2367,-0.44,RO,K,VS2,EX,DD,DD,MED,1.50-1.69
2368,-0.43,RO,L,VS2,EX,DD,DD,MED,1.50-1.69
2369,-0.42,RO,M,VS2,EX,DD,DD,MED,1.50-1.69
2370,-0.51,RO,D,SI1,EX,DD,DD,MED,1.50-1.69
2371,-0.51,RO,E,SI1,EX,DD,DD,MED,1.50-1.69
2372,-0.49,RO,F,SI1,EX,DD,DD,MED,1.50-1.69
2373,-0.46,RO,G,SI1,EX,DD,DD,MED,1.50-1.69
2374,-0.45,RO,H,SI1,EX,DD,DD,MED,1.50-1.69
2375,-0.43,RO,I,SI1,EX,DD,DD,MED,1.50-1.69
2376,-0.42,RO,J,SI1,EX,DD,DD,MED,1.50-1.69
2377,-0.42,RO,K,SI1,EX,DD,DD,MED,1.50-1.69
2378,-0.42,RO,L,SI1,EX,DD,DD,MED,1.50-1.69
2379,-0.39,RO,M,SI1,EX,DD,DD,MED,1.50-1.69
2380,-0.5,RO,D,SI2,EX,DD,DD,MED,1.50-1.69
2381,-0.49,RO,E,SI2,EX,DD,DD,MED,1.50-1.69
2382,-0.48,RO,F,SI2,EX,DD,DD,MED,1.50-1.69
2383,-0.46,RO,G,SI2,EX,DD,DD,MED,1.50-1.69
2384,-0.45,RO,H,SI2,EX,DD,DD,MED,1.50-1.69
2385,-0.43,RO,I,SI2,EX,DD,DD,MED,1.50-1.69
2386,-0.41,RO,J,SI2,EX,DD,DD,MED,1.50-1.69
2387,-0.42,RO,K,SI2,EX,DD,DD,MED,1.50-1.69
2388,-0.42,RO,L,SI2,EX,DD,DD,MED,1.50-1.69
2389,-0.4,RO,M,SI2,EX,DD,DD,MED,1.50-1.69
2390,-0.33,RO,D,I1,EX,DD,DD,MED,1.50-1.69
2391,-0.4,RO,E,I1,EX,DD,DD,MED,1.50-1.69
2392,-0.4,RO,F,I1,EX,DD,DD,MED,1.50-1.69
2393,-0.38,RO,G,I1,EX,DD,DD,MED,1.50-1.69
2394,-0.38,RO,H,I1,EX,DD,DD,MED,1.50-1.69
2395,-0.37,RO,I,I1,EX,DD,DD,MED,1.50-1.69
2396,-0.35,RO,J,I1,EX,DD,DD,MED,1.50-1.69
2397,-0.34,RO,K,I1,EX,DD,DD,MED,1.50-1.69
2398,-0.36,RO,L,I1,EX,DD,DD,MED,1.50-1.69
2399,-0.33,RO,M,I1,EX,DD,DD,MED,1.50-1.69
2400,-0.64,RO,D,IF,VG,DD,DD,MED,1.50-1.69
2401,-0.61,RO,E,IF,VG,DD,DD,MED,1.50-1.69
2402,-0.58,RO,F,IF,VG,DD,DD,MED,1.50-1.69
2403,-0.58,RO,G,IF,VG,DD,DD,MED,1.50-1.69
2404,-0.58,RO,H,IF,VG,DD,DD,MED,1.50-1.69
2405,-0.52,RO,I,IF,VG,DD,DD,MED,1.50-1.69
2406,-0.5,RO,J,IF,VG,DD,DD,MED,1.50-1.69
2407,-0.56,RO,K,IF,VG,DD,DD,MED,1.50-1.69
2408,-0.52,RO,L,IF,VG,DD,DD,MED,1.50-1.69
2409,-0.47,RO,M,IF,VG,DD,DD,MED,1.50-1.69
2410,-0.6,RO,D,VVS1,VG,DD,DD,MED,1.50-1.69
2411,-0.58,RO,E,VVS1,VG,DD,DD,MED,1.50-1.69
2412,-0.57,RO,F,VVS1,VG,DD,DD,MED,1.50-1.69
2413,-0.57,RO,G,VVS1,VG,DD,DD,MED,1.50-1.69
2414,-0.58,RO,H,VVS1,VG,DD,DD,MED,1.50-1.69
2415,-0.51,RO,I,VVS1,VG,DD,DD,MED,1.50-1.69
2416,-0.52,RO,J,VVS1,VG,DD,DD,MED,1.50-1.69
2417,-0.53,RO,K,VVS1,VG,DD,DD,MED,1.50-1.69
2418,-0.49,RO,L,VVS1,VG,DD,DD,MED,1.50-1.69
2419,-0.49,RO,M,VVS1,VG,DD,DD,MED,1.50-1.69
2420,-0.6,RO,D,VVS2,VG,DD,DD,MED,1.50-1.69
2421,-0.58,RO,E,VVS2,VG,DD,DD,MED,1.50-1.69
2422,-0.6,RO,F,VVS2,VG,DD,DD,MED,1.50-1.69
2423,-0.58,RO,G,VVS2,VG,DD,DD,MED,1.50-1.69
2424,-0.55,RO,H,VVS2,VG,DD,DD,MED,1.50-1.69
2425,-0.49,RO,I,VVS2,VG,DD,DD,MED,1.50-1.69
2426,-0.51,RO,J,VVS2,VG,DD,DD,MED,1.50-1.69
2427,-0.53,RO,K,VVS2,VG,DD,DD,MED,1.50-1.69
2428,-0.5,RO,L,VVS2,VG,DD,DD,MED,1.50-1.69
2429,-0.48,RO,M,VVS2,VG,DD,DD,MED,1.50-1.69
2430,-0.58,RO,D,VS1,VG,DD,DD,MED,1.50-1.69
2431,-0.57,RO,E,VS1,VG,DD,DD,MED,1.50-1.69
2432,-0.6,RO,F,VS1,VG,DD,DD,MED,1.50-1.69
2433,-0.56,RO,G,VS1,VG,DD,DD,MED,1.50-1.69
2434,-0.54,RO,H,VS1,VG,DD,DD,MED,1.50-1.69
2435,-0.5,RO,I,VS1,VG,DD,DD,MED,1.50-1.69
2436,-0.49,RO,J,VS1,VG,DD,DD,MED,1.50-1.69
2437,-0.52,RO,K,VS1,VG,DD,DD,MED,1.50-1.69
2438,-0.49,RO,L,VS1,VG,DD,DD,MED,1.50-1.69
2439,-0.49,RO,M,VS1,VG,DD,DD,MED,1.50-1.69
2440,-0.5700000000000001,RO,D,VS2,VG,DD,DD,MED,1.50-1.69
2441,-0.59,RO,E,VS2,VG,DD,DD,MED,1.50-1.69
2442,-0.59,RO,F,VS2,VG,DD,DD,MED,1.50-1.69
2443,-0.56,RO,G,VS2,VG,DD,DD,MED,1.50-1.69
2444,-0.53,RO,H,VS2,VG,DD,DD,MED,1.50-1.69
2445,-0.51,RO,I,VS2,VG,DD,DD,MED,1.50-1.69
2446,-0.51,RO,J,VS2,VG,DD,DD,MED,1.50-1.69
2447,-0.5,RO,K,VS2,VG,DD,DD,MED,1.50-1.69
2448,-0.5,RO,L,VS2,VG,DD,DD,MED,1.50-1.69
2449,-0.48,RO,M,VS2,VG,DD,DD,MED,1.50-1.69
2450,-0.56,RO,D,SI1,VG,DD,DD,MED,1.50-1.69
2451,-0.57,RO,E,SI1,VG,DD,DD,MED,1.50-1.69
2452,-0.56,RO,F,SI1,VG,DD,DD,MED,1.50-1.69
2453,-0.54,RO,G,SI1,VG,DD,DD,MED,1.50-1.69
2454,-0.53,RO,H,SI1,VG,DD,DD,MED,1.50-1.69
2455,-0.52,RO,I,SI1,VG,DD,DD,MED,1.50-1.69
2456,-0.48,RO,J,SI1,VG,DD,DD,MED,1.50-1.69
2457,-0.48,RO,K,SI1,VG,DD,DD,MED,1.50-1.69
2458,-0.49,RO,L,SI1,VG,DD,DD,MED,1.50-1.69
2459,-0.46,RO,M,SI1,VG,DD,DD,MED,1.50-1.69
2460,-0.54,RO,D,SI2,VG,DD,DD,MED,1.50-1.69
2461,-0.54,RO,E,SI2,VG,DD,DD,MED,1.50-1.69
2462,-0.54,RO,F,SI2,VG,DD,DD,MED,1.50-1.69
2463,-0.53,RO,G,SI2,VG,DD,DD,MED,1.50-1.69
2464,-0.54,RO,H,SI2,VG,DD,DD,MED,1.50-1.69
2465,-0.52,RO,I,SI2,VG,DD,DD,MED,1.50-1.69
2466,-0.49,RO,J,SI2,VG,DD,DD,MED,1.50-1.69
2467,-0.48,RO,K,SI2,VG,DD,DD,MED,1.50-1.69
2468,-0.49,RO,L,SI2,VG,DD,DD,MED,1.50-1.69
2469,-0.46,RO,M,SI2,VG,DD,DD,MED,1.50-1.69
2470,-0.36,RO,D,I1,VG,DD,DD,MED,1.50-1.69
2471,-0.42,RO,E,I1,VG,DD,DD,MED,1.50-1.69
2472,-0.47,RO,F,I1,VG,DD,DD,MED,1.50-1.69
2473,-0.47,RO,G,I1,VG,DD,DD,MED,1.50-1.69
2474,-0.44,RO,H,I1,VG,DD,DD,MED,1.50-1.69
2475,-0.42,RO,I,I1,VG,DD,DD,MED,1.50-1.69
2476,-0.44,RO,J,I1,VG,DD,DD,MED,1.50-1.69
2477,-0.4,RO,K,I1,VG,DD,DD,MED,1.50-1.69
2478,-0.43,RO,L,I1,VG,DD,DD,MED,1.50-1.69
2479,-0.39,RO,M,I1,VG,DD,DD,MED,1.50-1.69
2480,-0.71,RO,D,IF,GD,DD,DD,MED,1.50-1.69
2481,-0.67,RO,E,IF,GD,DD,DD,MED,1.50-1.69
2482,-0.66,RO,F,IF,GD,DD,DD,MED,1.50-1.69
2483,-0.67,RO,G,IF,GD,DD,DD,MED,1.50-1.69
2484,-0.65,RO,H,IF,GD,DD,DD,MED,1.50-1.69
2485,-0.6,RO,I,IF,GD,DD,DD,MED,1.50-1.69
2486,-0.57,RO,J,IF,GD,DD,DD,MED,1.50-1.69
2487,-0.63,RO,K,IF,GD,DD,DD,MED,1.50-1.69
2488,-0.5900000000000001,RO,L,IF,GD,DD,DD,MED,1.50-1.69
2489,-0.55,RO,M,IF,GD,DD,DD,MED,1.50-1.69
2490,-0.66,RO,D,VVS1,GD,DD,DD,MED,1.50-1.69
2491,-0.64,RO,E,VVS1,GD,DD,DD,MED,1.50-1.69
2492,-0.65,RO,F,VVS1,GD,DD,DD,MED,1.50-1.69
2493,-0.66,RO,G,VVS1,GD,DD,DD,MED,1.50-1.69
2494,-0.65,RO,H,VVS1,GD,DD,DD,MED,1.50-1.69
2495,-0.59,RO,I,VVS1,GD,DD,DD,MED,1.50-1.69
2496,-0.59,RO,J,VVS1,GD,DD,DD,MED,1.50-1.69
2497,-0.61,RO,K,VVS1,GD,DD,DD,MED,1.50-1.69
2498,-0.5700000000000001,RO,L,VVS1,GD,DD,DD,MED,1.50-1.69
2499,-0.55,RO,M,VVS1,GD,DD,DD,MED,1.50-1.69
2500,-0.66,RO,D,VVS2,GD,DD,DD,MED,1.50-1.69
2501,-0.64,RO,E,VVS2,GD,DD,DD,MED,1.50-1.69
2502,-0.65,RO,F,VVS2,GD,DD,DD,MED,1.50-1.69
2503,-0.67,RO,G,VVS2,GD,DD,DD,MED,1.50-1.69
2504,-0.63,RO,H,VVS2,GD,DD,DD,MED,1.50-1.69
2505,-0.57,RO,I,VVS2,GD,DD,DD,MED,1.50-1.69
2506,-0.58,RO,J,VVS2,GD,DD,DD,MED,1.50-1.69
2507,-0.6,RO,K,VVS2,GD,DD,DD,MED,1.50-1.69
2508,-0.58,RO,L,VVS2,GD,DD,DD,MED,1.50-1.69
2509,-0.53,RO,M,VVS2,GD,DD,DD,MED,1.50-1.69
2510,-0.63,RO,D,VS1,GD,DD,DD,MED,1.50-1.69
2511,-0.62,RO,E,VS1,GD,DD,DD,MED,1.50-1.69
