level_0,index,Size,Fluo,Clarity,Cut,Polish,Symmetry,D,E,F,G,H,I,J,K,L,M
4514,4514.0,0.70-0.74,Very Strong,VVS2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4515,4515.0,0.75-0.79,Very Strong,IF,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4516,4516.0,0.75-0.79,Very Strong,SI1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4517,4517.0,0.75-0.79,Very Strong,SI2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4518,4518.0,0.75-0.79,Very Strong,VS1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4519,4519.0,0.75-0.79,Very Strong,VS2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4520,4520.0,0.75-0.79,Very Strong,VVS1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4521,4521.0,0.75-0.79,Very Strong,VVS2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4522,4522.0,0.80-0.89,Very Strong,IF,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4523,4523.0,0.80-0.89,Very Strong,SI1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4524,4524.0,0.80-0.89,Very Strong,SI2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4525,4525.0,0.80-0.89,Very Strong,VS1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4526,4526.0,0.80-0.89,Very Strong,VS2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4527,4527.0,0.80-0.89,Very Strong,VVS1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4528,4528.0,0.80-0.89,Very Strong,VVS2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4529,4529.0,0.90-0.94,Very Strong,IF,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4530,4530.0,0.90-0.94,Very Strong,SI1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4531,4531.0,0.90-0.94,Very Strong,SI2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4532,4532.0,0.90-0.94,Very Strong,VS1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4533,4533.0,0.90-0.94,Very Strong,VS2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4534,4534.0,0.90-0.94,Very Strong,VVS1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4535,4535.0,0.90-0.94,Very Strong,VVS2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4536,4536.0,0.95-0.99,Very Strong,IF,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4537,4537.0,0.95-0.99,Very Strong,SI1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4538,4538.0,0.95-0.99,Very Strong,SI2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4539,4539.0,0.95-0.99,Very Strong,VS1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4540,4540.0,0.95-0.99,Very Strong,VS2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4541,4541.0,0.95-0.99,Very Strong,VVS1,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4542,4542.0,0.95-0.99,Very Strong,VVS2,EX,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4543,4543.0,0.30-0.34,Very Strong,IF,VG,GD,VG,-2.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
4544,4544.0,0.30-0.34,Very Strong,SI1,VG,GD,VG,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
4545,4545.0,0.30-0.34,Very Strong,SI2,VG,GD,VG,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
4546,4546.0,0.30-0.34,Very Strong,VS1,VG,GD,VG,-3.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0
4547,4547.0,0.30-0.34,Very Strong,VS2,VG,GD,VG,-3.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0
4548,4548.0,0.30-0.34,Very Strong,VVS1,VG,GD,VG,-3.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
4549,4549.0,0.30-0.34,Very Strong,VVS2,VG,GD,VG,-3.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
4550,4550.0,0.35-0.39,Very Strong,IF,VG,GD,VG,-2.5,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
4551,4551.0,0.35-0.39,Very Strong,SI1,VG,GD,VG,-2.0,-2.0,-3.0,-3.0,-2.5,-2.5,-2.5,-3.0,-3.0,-3.0
4552,4552.0,0.35-0.39,Very Strong,SI2,VG,GD,VG,-2.0,-2.0,-3.0,-3.0,-2.5,-2.5,-2.5,-3.0,-3.0,-3.0
4553,4553.0,0.35-0.39,Very Strong,VS1,VG,GD,VG,-3.5,-3.0,-3.0,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5
4554,4554.0,0.35-0.39,Very Strong,VS2,VG,GD,VG,-3.0,-2.5,-3.0,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5
4555,4555.0,0.35-0.39,Very Strong,VVS1,VG,GD,VG,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
4556,4556.0,0.35-0.39,Very Strong,VVS2,VG,GD,VG,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
4557,4557.0,0.40-0.44,Very Strong,IF,VG,GD,VG,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
4558,4558.0,0.40-0.44,Very Strong,SI1,VG,GD,VG,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0
4559,4559.0,0.40-0.44,Very Strong,SI2,VG,GD,VG,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0
4560,4560.0,0.40-0.44,Very Strong,VS1,VG,GD,VG,-3.0,-2.5,-3.0,-3.0,-2.5,-3.0,-3.0,-2.5,-2.5,-2.5
4561,4561.0,0.40-0.44,Very Strong,VS2,VG,GD,VG,-3.0,-2.5,-3.0,-3.0,-2.5,-3.0,-3.0,-2.5,-2.5,-2.5
4562,4562.0,0.40-0.44,Very Strong,VVS1,VG,GD,VG,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
4563,4563.0,0.40-0.44,Very Strong,VVS2,VG,GD,VG,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
4564,4564.0,0.45-0.49,Very Strong,IF,VG,GD,VG,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4565,4565.0,0.45-0.49,Very Strong,SI1,VG,GD,VG,-3.5,-5.0,-5.0,-5.0,-5.0,-5.0,-4.5,-4.5,-4.5,-4.5
4566,4566.0,0.45-0.49,Very Strong,SI2,VG,GD,VG,-3.5,-5.0,-5.0,-5.0,-5.0,-5.0,-4.5,-4.5,-4.5,-4.5
4567,4567.0,0.45-0.49,Very Strong,VS1,VG,GD,VG,-3.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.5,-4.5,-4.5
4568,4568.0,0.45-0.49,Very Strong,VS2,VG,GD,VG,-3.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.5,-4.5,-4.5
4569,4569.0,0.45-0.49,Very Strong,VVS1,VG,GD,VG,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4570,4570.0,0.45-0.49,Very Strong,VVS2,VG,GD,VG,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4571,4571.0,0.50-0.59,Very Strong,IF,VG,GD,VG,-1.5,-4.5,-5.0,-5.0,-3.5,-4.5,-5.0,-5.0,-5.0,-5.0
4572,4572.0,0.50-0.59,Very Strong,SI1,VG,GD,VG,-2.5,-2.0,-1.5,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4573,4573.0,0.50-0.59,Very Strong,SI2,VG,GD,VG,-3.0,-2.5,-2.0,-4.0,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0
4574,4574.0,0.50-0.59,Very Strong,VS1,VG,GD,VG,-1.5,-2.5,-2.5,-4.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0
4575,4575.0,0.50-0.59,Very Strong,VS2,VG,GD,VG,-1.5,-1.5,-2.0,-3.5,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0
4576,4576.0,0.50-0.59,Very Strong,VVS1,VG,GD,VG,-1.5,-5.0,-5.0,-5.0,-3.5,-4.0,-5.0,-5.0,-5.0,-5.0
4577,4577.0,0.50-0.59,Very Strong,VVS2,VG,GD,VG,-1.5,-1.5,-2.5,-4.5,-4.0,-4.5,-5.0,-5.0,-5.0,-5.0
4578,4578.0,0.60-0.69,Very Strong,IF,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4579,4579.0,0.60-0.69,Very Strong,SI1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4580,4580.0,0.60-0.69,Very Strong,SI2,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4581,4581.0,0.60-0.69,Very Strong,VS1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4582,4582.0,0.60-0.69,Very Strong,VS2,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4583,4583.0,0.60-0.69,Very Strong,VVS1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4584,4584.0,0.60-0.69,Very Strong,VVS2,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4585,4585.0,0.70-0.74,Very Strong,IF,VG,GD,VG,-3.5,-5.0,-5.0,-5.0,-3.0,-4.5,-5.0,-5.0,-5.0,-5.0
4586,4586.0,0.70-0.74,Very Strong,SI1,VG,GD,VG,-3.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4587,4587.0,0.70-0.74,Very Strong,SI2,VG,GD,VG,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4588,4588.0,0.70-0.74,Very Strong,VS1,VG,GD,VG,-5.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4589,4589.0,0.70-0.74,Very Strong,VS2,VG,GD,VG,-3.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4590,4590.0,0.70-0.74,Very Strong,VVS1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-3.5,-4.5,-5.0,-5.0,-5.0,-5.0
4591,4591.0,0.70-0.74,Very Strong,VVS2,VG,GD,VG,-3.0,-4.0,-5.0,-4.5,-3.0,-5.0,-5.0,-5.0,-5.0,-4.5
4592,4592.0,0.75-0.79,Very Strong,IF,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4593,4593.0,0.75-0.79,Very Strong,SI1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4594,4594.0,0.75-0.79,Very Strong,SI2,VG,GD,VG,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4595,4595.0,0.75-0.79,Very Strong,VS1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4596,4596.0,0.75-0.79,Very Strong,VS2,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4597,4597.0,0.75-0.79,Very Strong,VVS1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4598,4598.0,0.75-0.79,Very Strong,VVS2,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4599,4599.0,0.80-0.89,Very Strong,IF,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4600,4600.0,0.80-0.89,Very Strong,SI1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4601,4601.0,0.80-0.89,Very Strong,SI2,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4602,4602.0,0.80-0.89,Very Strong,VS1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4603,4603.0,0.80-0.89,Very Strong,VS2,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4604,4604.0,0.80-0.89,Very Strong,VVS1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4605,4605.0,0.80-0.89,Very Strong,VVS2,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4606,4606.0,0.90-0.94,Very Strong,IF,VG,GD,VG,-2.5,-2.5,-2.5,-2.0,-2.0,-5.0,-5.0,-5.0,-5.0,-4.5
4607,4607.0,0.90-0.94,Very Strong,SI1,VG,GD,VG,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4608,4608.0,0.90-0.94,Very Strong,SI2,VG,GD,VG,-2.0,-3.0,-5.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4609,4609.0,0.90-0.94,Very Strong,VS1,VG,GD,VG,-1.5,-2.5,-4.5,-5.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0
4610,4610.0,0.90-0.94,Very Strong,VS2,VG,GD,VG,-1.5,-4.0,-4.0,-5.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0
4611,4611.0,0.90-0.94,Very Strong,VVS1,VG,GD,VG,-2.5,-3.5,-4.0,-3.0,-2.0,-5.0,-5.0,-5.0,-5.0,-5.0
4612,4612.0,0.90-0.94,Very Strong,VVS2,VG,GD,VG,-1.5,-2.0,-3.5,-3.0,-2.0,-5.0,-5.0,-5.0,-5.0,-5.0
4613,4613.0,0.95-0.99,Very Strong,IF,VG,GD,VG,-5.0,-5.0,-5.0,-3.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0
4614,4614.0,0.95-0.99,Very Strong,SI1,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4615,4615.0,0.95-0.99,Very Strong,SI2,VG,GD,VG,-3.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4616,4616.0,0.95-0.99,Very Strong,VS1,VG,GD,VG,-3.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4617,4617.0,0.95-0.99,Very Strong,VS2,VG,GD,VG,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4618,4618.0,0.95-0.99,Very Strong,VVS1,VG,GD,VG,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4619,4619.0,0.95-0.99,Very Strong,VVS2,VG,GD,VG,-3.0,-3.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4620,4620.0,0.30-0.34,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4621,4621.0,0.30-0.34,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4622,4622.0,0.30-0.34,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4623,4623.0,0.30-0.34,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4624,4624.0,0.30-0.34,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4625,4625.0,0.30-0.34,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4626,4626.0,0.30-0.34,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4627,4627.0,0.35-0.39,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4628,4628.0,0.35-0.39,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4629,4629.0,0.35-0.39,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4630,4630.0,0.35-0.39,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4631,4631.0,0.35-0.39,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4632,4632.0,0.35-0.39,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4633,4633.0,0.35-0.39,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4634,4634.0,0.40-0.44,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4635,4635.0,0.40-0.44,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.5,-4.5,-4.5
4636,4636.0,0.40-0.44,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.5,-4.5,-4.5
4637,4637.0,0.40-0.44,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4638,4638.0,0.40-0.44,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4639,4639.0,0.40-0.44,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4640,4640.0,0.40-0.44,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4641,4641.0,0.45-0.49,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4642,4642.0,0.45-0.49,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4643,4643.0,0.45-0.49,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4644,4644.0,0.45-0.49,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4645,4645.0,0.45-0.49,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4646,4646.0,0.45-0.49,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4647,4647.0,0.45-0.49,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4648,4648.0,0.50-0.59,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4649,4649.0,0.50-0.59,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4650,4650.0,0.50-0.59,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4651,4651.0,0.50-0.59,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4652,4652.0,0.50-0.59,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4653,4653.0,0.50-0.59,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4654,4654.0,0.50-0.59,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4655,4655.0,0.60-0.69,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4656,4656.0,0.60-0.69,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4657,4657.0,0.60-0.69,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4658,4658.0,0.60-0.69,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4659,4659.0,0.60-0.69,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4660,4660.0,0.60-0.69,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4661,4661.0,0.60-0.69,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4662,4662.0,0.70-0.74,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4663,4663.0,0.70-0.74,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4664,4664.0,0.70-0.74,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4665,4665.0,0.70-0.74,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4666,4666.0,0.70-0.74,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4667,4667.0,0.70-0.74,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4668,4668.0,0.70-0.74,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4669,4669.0,0.75-0.79,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4670,4670.0,0.75-0.79,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4671,4671.0,0.75-0.79,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4672,4672.0,0.75-0.79,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4673,4673.0,0.75-0.79,None,VS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4674,4674.0,0.75-0.79,None,VVS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4675,4675.0,0.75-0.79,None,VVS2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4676,4676.0,0.80-0.89,None,IF,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4677,4677.0,0.80-0.89,None,SI1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4678,4678.0,0.80-0.89,None,SI2,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
4679,4679.0,0.80-0.89,None,VS1,EX,VG,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
