level_0,index,Size,Fluo,Clarity,Cut,Polish,Symmetry,D,E,F,G,H,I,J,K,L,M
7760,,0.80-0.89,None,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7761,,0.80-0.89,None,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7762,,0.80-0.89,None,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7763,,0.90-0.94,None,IF,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7764,,0.90-0.94,None,SI1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7765,,0.90-0.94,None,SI2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7766,,0.90-0.94,None,VS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7767,,0.90-0.94,None,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7768,,0.90-0.94,None,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7769,,0.90-0.94,None,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7770,,0.95-0.99,None,IF,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7771,,0.95-0.99,None,SI1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7772,,0.95-0.99,None,SI2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7773,,0.95-0.99,None,VS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7774,,0.95-0.99,None,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7775,,0.95-0.99,None,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7776,,0.95-0.99,None,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7777,,0.30-0.34,None,IF,VG,EX,GD,-3.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
7778,,0.30-0.34,None,SI1,VG,EX,GD,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
7779,,0.30-0.34,None,SI2,VG,EX,GD,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
7780,,0.30-0.34,None,VS1,VG,EX,GD,-3.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0
7781,,0.30-0.34,None,VS2,VG,EX,GD,-3.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0
7782,,0.30-0.34,None,VVS1,VG,EX,GD,-3.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
7783,,0.30-0.34,None,VVS2,VG,EX,GD,-3.0,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
7784,,0.35-0.39,None,IF,VG,EX,GD,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
7785,,0.35-0.39,None,SI1,VG,EX,GD,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-2.5,-3.0,-3.0,-3.0
7786,,0.35-0.39,None,SI2,VG,EX,GD,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-2.5,-3.0,-3.0,-3.0
7787,,0.35-0.39,None,VS1,VG,EX,GD,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
7788,,0.35-0.39,None,VS2,VG,EX,GD,-3.5,-3.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
7789,,0.35-0.39,None,VVS1,VG,EX,GD,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
7790,,0.35-0.39,None,VVS2,VG,EX,GD,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5
7791,,0.40-0.44,None,IF,VG,EX,GD,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
7792,,0.40-0.44,None,SI1,VG,EX,GD,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0
7793,,0.40-0.44,None,SI2,VG,EX,GD,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0
7794,,0.40-0.44,None,VS1,VG,EX,GD,-3.0,-2.5,-3.0,-3.0,-2.5,-3.0,-3.0,-2.5,-2.5,-2.5
7795,,0.40-0.44,None,VS2,VG,EX,GD,-3.0,-2.5,-3.0,-3.0,-2.5,-3.0,-3.0,-2.5,-2.5,-2.5
7796,,0.40-0.44,None,VVS1,VG,EX,GD,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
7797,,0.40-0.44,None,VVS2,VG,EX,GD,-3.0,-3.5,-3.0,-4.0,-3.5,-3.0,-3.0,-2.5,-2.5,-2.5
7798,,0.45-0.49,None,IF,VG,EX,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-4.0,-3.5,-3.5,-3.5,-3.5
7799,,0.45-0.49,None,SI1,VG,EX,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-3.5,-2.5,-2.5,-2.5,-2.5
7800,,0.45-0.49,None,SI2,VG,EX,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-3.5,-2.5,-2.5,-2.5,-2.5
7801,,0.45-0.49,None,VS1,VG,EX,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.5,-2.5
7802,,0.45-0.49,None,VS2,VG,EX,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.5,-2.5
7803,,0.45-0.49,None,VVS1,VG,EX,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-4.0,-3.5,-3.5,-3.5,-3.5
7804,,0.45-0.49,None,VVS2,VG,EX,GD,-3.0,-3.5,-4.0,-4.5,-4.0,-4.0,-3.5,-3.5,-3.5,-3.5
7805,,0.50-0.59,None,IF,VG,EX,GD,-3.0,-4.0,-4.5,-5.0,-4.0,-4.0,-4.0,-4.5,-4.5,-4.5
7806,,0.50-0.59,None,SI1,VG,EX,GD,-3.5,-3.0,-3.0,-4.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5
7807,,0.50-0.59,None,SI2,VG,EX,GD,-3.5,-3.0,-3.0,-4.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5
7808,,0.50-0.59,None,VS1,VG,EX,GD,-3.5,-4.0,-4.0,-4.5,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0
7809,,0.50-0.59,None,VS2,VG,EX,GD,-3.5,-4.0,-4.0,-4.5,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0
7810,,0.50-0.59,None,VVS1,VG,EX,GD,-3.0,-4.0,-4.5,-5.0,-4.0,-4.0,-4.0,-4.5,-4.5,-4.5
7811,,0.50-0.59,None,VVS2,VG,EX,GD,-3.0,-4.0,-4.5,-5.0,-4.0,-4.0,-4.0,-4.5,-4.5,-4.5
7812,,0.60-0.69,None,IF,VG,EX,GD,-3.0,-3.5,-3.5,-4.0,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0
7813,,0.60-0.69,None,SI1,VG,EX,GD,-5.0,-4.5,-3.5,-3.5,-4.0,-4.5,-4.5,-5.0,-5.0,-5.0
7814,,0.60-0.69,None,SI2,VG,EX,GD,-5.0,-4.5,-3.5,-3.5,-4.0,-4.5,-4.5,-5.0,-5.0,-5.0
7815,,0.60-0.69,None,VS1,VG,EX,GD,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0
7816,,0.60-0.69,None,VS2,VG,EX,GD,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0
7817,,0.60-0.69,None,VVS1,VG,EX,GD,-3.0,-3.5,-3.5,-4.0,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0
7818,,0.60-0.69,None,VVS2,VG,EX,GD,-3.0,-3.5,-3.5,-4.0,-3.5,-4.0,-4.5,-5.0,-5.0,-5.0
7819,,0.70-0.74,None,IF,VG,EX,GD,-5.5,-5.5,-6.0,-6.0,-6.0,-5.5,-6.5,-6.5,-6.5,-6.5
7820,,0.70-0.74,None,SI1,VG,EX,GD,-4.5,-4.5,-4.5,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0
7821,,0.70-0.74,None,SI2,VG,EX,GD,-4.5,-4.5,-4.5,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0
7822,,0.70-0.74,None,VS1,VG,EX,GD,-7.0,-6.5,-6.5,-6.5,-6.5,-7.0,-6.0,-6.5,-6.5,-6.5
7823,,0.70-0.74,None,VS2,VG,EX,GD,-7.0,-6.5,-6.5,-6.5,-6.5,-7.0,-6.0,-6.5,-6.5,-6.5
7824,,0.70-0.74,None,VVS1,VG,EX,GD,-5.5,-5.5,-6.0,-6.0,-6.0,-5.5,-6.5,-6.5,-6.5,-6.5
7825,,0.70-0.74,None,VVS2,VG,EX,GD,-5.5,-5.5,-6.0,-6.0,-6.0,-5.5,-6.5,-6.5,-6.5,-6.5
7826,,0.75-0.79,None,IF,VG,EX,GD,-6.5,-6.5,-6.0,-6.5,-6.5,-6.0,-6.5,-7.0,-7.0,-7.0
7827,,0.75-0.79,None,SI1,VG,EX,GD,-4.5,-4.5,-4.5,-5.0,-5.0,-5.0,-5.5,-5.5,-5.5,-5.5
7828,,0.75-0.79,None,SI2,VG,EX,GD,-4.5,-4.5,-4.5,-5.0,-5.0,-5.0,-5.5,-5.5,-5.5,-5.5
7829,,0.75-0.79,None,VS1,VG,EX,GD,-7.0,-6.5,-6.5,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7830,,0.75-0.79,None,VS2,VG,EX,GD,-7.0,-6.5,-6.5,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7831,,0.75-0.79,None,VVS1,VG,EX,GD,-6.5,-6.5,-6.0,-6.5,-6.5,-6.0,-6.5,-7.0,-7.0,-7.0
7832,,0.75-0.79,None,VVS2,VG,EX,GD,-6.5,-6.5,-6.0,-6.5,-6.5,-6.0,-6.5,-7.0,-7.0,-7.0
7833,,0.80-0.89,None,IF,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7834,,0.80-0.89,None,SI1,VG,EX,GD,-6.0,-6.0,-6.5,-6.0,-6.0,-5.5,-5.5,-5.5,-5.5,-5.5
7835,,0.80-0.89,None,SI2,VG,EX,GD,-6.0,-6.0,-6.5,-6.0,-6.0,-5.5,-5.5,-5.5,-5.5,-5.5
7836,,0.80-0.89,None,VS1,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7837,,0.80-0.89,None,VS2,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7838,,0.80-0.89,None,VVS1,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7839,,0.80-0.89,None,VVS2,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7840,,0.90-0.94,None,IF,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7841,,0.90-0.94,None,SI1,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7842,,0.90-0.94,None,SI2,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7843,,0.90-0.94,None,VS1,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7844,,0.90-0.94,None,VS2,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7845,,0.90-0.94,None,VVS1,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7846,,0.90-0.94,None,VVS2,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7847,,0.95-0.99,None,IF,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7848,,0.95-0.99,None,SI1,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7849,,0.95-0.99,None,SI2,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7850,,0.95-0.99,None,VS1,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7851,,0.95-0.99,None,VS2,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7852,,0.95-0.99,None,VVS1,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7853,,0.95-0.99,None,VVS2,VG,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7854,,0.30-0.34,Faint,IF,EX,EX,GD,-5.5,-5.5,-5.0,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5
7855,,0.30-0.34,Faint,SI1,EX,EX,GD,-5.0,-5.0,-4.5,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5
7856,,0.30-0.34,Faint,SI2,EX,EX,GD,-5.0,-5.0,-4.5,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5
7857,,0.30-0.34,Faint,VS1,EX,EX,GD,-4.5,-4.0,-4.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
7858,,0.30-0.34,Faint,VS2,EX,EX,GD,-4.5,-4.0,-4.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
7859,,0.30-0.34,Faint,VVS1,EX,EX,GD,-5.5,-5.5,-5.0,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5
7860,,0.30-0.34,Faint,VVS2,EX,EX,GD,-5.5,-5.5,-5.0,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5
7861,,0.35-0.39,Faint,IF,EX,EX,GD,-6.5,-6.5,-6.0,-5.0,-5.5,-5.5,-5.5,-5.0,-5.0,-5.0
7862,,0.35-0.39,Faint,SI1,EX,EX,GD,-6.0,-6.0,-5.5,-5.5,-5.5,-6.0,-5.5,-5.0,-5.0,-5.0
7863,,0.35-0.39,Faint,SI2,EX,EX,GD,-6.0,-6.0,-5.5,-5.5,-5.5,-6.0,-5.5,-5.0,-5.0,-5.0
7864,,0.35-0.39,Faint,VS1,EX,EX,GD,-7.0,-6.5,-5.0,-4.5,-4.5,-5.5,-5.5,-5.0,-5.0,-5.0
7865,,0.35-0.39,Faint,VS2,EX,EX,GD,-7.0,-6.5,-5.0,-4.5,-4.5,-5.5,-5.5,-5.0,-5.0,-5.0
7866,,0.35-0.39,Faint,VVS1,EX,EX,GD,-6.5,-6.5,-6.0,-5.0,-5.5,-5.5,-5.5,-5.0,-5.0,-5.0
7867,,0.35-0.39,Faint,VVS2,EX,EX,GD,-6.5,-6.5,-6.0,-5.0,-5.5,-5.5,-5.5,-5.0,-5.0,-5.0
7868,,0.40-0.44,Faint,IF,EX,EX,GD,-5.0,-5.5,-4.5,-6.0,-6.0,-5.5,-6.0,-5.5,-5.5,-5.5
7869,,0.40-0.44,Faint,SI1,EX,EX,GD,-5.5,-5.0,-5.5,-5.5,-5.0,-5.5,-5.0,-4.0,-4.0,-4.0
7870,,0.40-0.44,Faint,SI2,EX,EX,GD,-5.5,-5.0,-5.5,-5.5,-5.0,-5.5,-5.0,-4.0,-4.0,-4.0
7871,,0.40-0.44,Faint,VS1,EX,EX,GD,-5.0,-4.5,-5.0,-5.5,-5.0,-6.0,-6.0,-5.0,-5.0,-5.0
7872,,0.40-0.44,Faint,VS2,EX,EX,GD,-5.0,-4.5,-5.0,-5.5,-5.0,-6.0,-6.0,-5.0,-5.0,-5.0
7873,,0.40-0.44,Faint,VVS1,EX,EX,GD,-5.0,-5.5,-4.5,-6.0,-6.0,-5.5,-6.0,-5.5,-5.5,-5.5
7874,,0.40-0.44,Faint,VVS2,EX,EX,GD,-5.0,-5.5,-4.5,-6.0,-6.0,-5.5,-6.0,-5.5,-5.5,-5.5
7875,,0.45-0.49,Faint,IF,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7876,,0.45-0.49,Faint,SI1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7877,,0.45-0.49,Faint,SI2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7878,,0.45-0.49,Faint,VS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7879,,0.45-0.49,Faint,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7880,,0.45-0.49,Faint,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7881,,0.45-0.49,Faint,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7882,,0.50-0.59,Faint,IF,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7883,,0.50-0.59,Faint,SI1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-6.5,-6.5,-6.5,-6.5
7884,,0.50-0.59,Faint,SI2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-6.5,-6.5,-6.5,-6.5
7885,,0.50-0.59,Faint,VS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7886,,0.50-0.59,Faint,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7887,,0.50-0.59,Faint,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7888,,0.50-0.59,Faint,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7889,,0.60-0.69,Faint,IF,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-6.0,-7.0,-7.0,-7.0,-7.0
7890,,0.60-0.69,Faint,SI1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7891,,0.60-0.69,Faint,SI2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7892,,0.60-0.69,Faint,VS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7893,,0.60-0.69,Faint,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7894,,0.60-0.69,Faint,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-6.0,-7.0,-7.0,-7.0,-7.0
7895,,0.60-0.69,Faint,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-6.0,-7.0,-7.0,-7.0,-7.0
7896,,0.70-0.74,Faint,IF,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7897,,0.70-0.74,Faint,SI1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7898,,0.70-0.74,Faint,SI2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7899,,0.70-0.74,Faint,VS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7900,,0.70-0.74,Faint,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7901,,0.70-0.74,Faint,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7902,,0.70-0.74,Faint,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7903,,0.75-0.79,Faint,IF,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7904,,0.75-0.79,Faint,SI1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7905,,0.75-0.79,Faint,SI2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7906,,0.75-0.79,Faint,VS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7907,,0.75-0.79,Faint,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7908,,0.75-0.79,Faint,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7909,,0.75-0.79,Faint,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7910,,0.80-0.89,Faint,IF,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7911,,0.80-0.89,Faint,SI1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7912,,0.80-0.89,Faint,SI2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7913,,0.80-0.89,Faint,VS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7914,,0.80-0.89,Faint,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7915,,0.80-0.89,Faint,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7916,,0.80-0.89,Faint,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7917,,0.90-0.94,Faint,IF,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7918,,0.90-0.94,Faint,SI1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7919,,0.90-0.94,Faint,SI2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7920,,0.90-0.94,Faint,VS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7921,,0.90-0.94,Faint,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7922,,0.90-0.94,Faint,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7923,,0.90-0.94,Faint,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7924,,0.95-0.99,Faint,IF,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7925,,0.95-0.99,Faint,SI1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7926,,0.95-0.99,Faint,SI2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7927,,0.95-0.99,Faint,VS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7928,,0.95-0.99,Faint,VS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7929,,0.95-0.99,Faint,VVS1,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7930,,0.95-0.99,Faint,VVS2,EX,EX,GD,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
7931,,0.30-0.34,Faint,IF,VG,EX,GD,-1.5,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0
7932,,0.30-0.34,Faint,SI1,VG,EX,GD,-2.0,-2.0,-1.5,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0
7933,,0.30-0.34,Faint,SI2,VG,EX,GD,-2.0,-2.0,-1.5,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0
7934,,0.30-0.34,Faint,VS1,VG,EX,GD,-1.5,-1.0,-1.0,-1.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
7935,,0.30-0.34,Faint,VS2,VG,EX,GD,-1.5,-1.0,-1.0,-1.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
7936,,0.30-0.34,Faint,VVS1,VG,EX,GD,-1.5,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0
7937,,0.30-0.34,Faint,VVS2,VG,EX,GD,-1.5,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0
