Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size,
-0.42,RO,F,SI1,VG,VG,VG,Faint,1.50-1.69,
-0.41,RO,G,SI1,VG,VG,VG,Faint,1.50-1.69,
-0.39,RO,H,SI1,VG,VG,VG,Faint,1.50-1.69,
-0.4,RO,I,SI1,VG,VG,VG,Faint,1.50-1.69,
-0.38,RO,J,SI1,VG,VG,VG,Faint,1.50-1.69,
-0.37,RO,K,SI1,VG,VG,VG,Faint,1.50-1.69,
-0.38,RO,L,SI1,VG,VG,VG,Faint,1.50-1.69,
-0.36,RO,M,SI1,VG,VG,VG,Faint,1.50-1.69,
-0.42,RO,D,SI2,VG,VG,VG,Faint,1.50-1.69,
-0.44,RO,E,SI2,VG,VG,VG,Faint,1.50-1.69,
-0.41,RO,F,SI2,VG,VG,VG,Faint,1.50-1.69,
-0.4,RO,G,SI2,VG,VG,VG,Faint,1.50-1.69,
-0.39,RO,H,SI2,VG,VG,VG,Faint,1.50-1.69,
-0.41,RO,I,SI2,VG,VG,VG,Faint,1.50-1.69,
-0.39,RO,J,SI2,VG,VG,VG,Faint,1.50-1.69,
-0.36,RO,K,SI2,VG,VG,VG,Faint,1.50-1.69,
-0.39,RO,L,SI2,VG,VG,VG,Faint,1.50-1.69,
-0.37,RO,M,SI2,VG,VG,VG,Faint,1.50-1.69,
-0.3,RO,D,I1,VG,VG,VG,Faint,1.50-1.69,
-0.31,RO,E,I1,VG,VG,VG,Faint,1.50-1.69,
-0.32,RO,F,I1,VG,VG,VG,Faint,1.50-1.69,
-0.31,RO,G,I1,VG,VG,VG,Faint,1.50-1.69,
-0.3,RO,H,I1,VG,VG,VG,Faint,1.50-1.69,
-0.3,RO,I,I1,VG,VG,VG,Faint,1.50-1.69,
-0.29,RO,J,I1,VG,VG,VG,Faint,1.50-1.69,
-0.32,RO,K,I1,VG,VG,VG,Faint,1.50-1.69,
-0.31,RO,L,I1,VG,VG,VG,Faint,1.50-1.69,
-0.28,RO,M,I1,VG,VG,VG,Faint,1.50-1.69,
-0.55,RO,D,IF,VG,VG,VG,Medium,1.50-1.69,
-0.55,RO,E,IF,VG,VG,VG,Medium,1.50-1.69,
-0.53,RO,F,IF,VG,VG,VG,Medium,1.50-1.69,
-0.52,RO,G,IF,VG,VG,VG,Medium,1.50-1.69,
-0.48,RO,H,IF,VG,VG,VG,Medium,1.50-1.69,
-0.46,RO,I,IF,VG,VG,VG,Medium,1.50-1.69,
-0.46,RO,J,IF,VG,VG,VG,Medium,1.50-1.69,
-0.46,RO,K,IF,VG,VG,VG,Medium,1.50-1.69,
-0.42,RO,L,IF,VG,VG,VG,Medium,1.50-1.69,
-0.43,RO,M,IF,VG,VG,VG,Medium,1.50-1.69,
-0.55,RO,D,VVS1,VG,VG,VG,Medium,1.50-1.69,
-0.54,RO,E,VVS1,VG,VG,VG,Medium,1.50-1.69,
-0.52,RO,F,VVS1,VG,VG,VG,Medium,1.50-1.69,
-0.5,RO,G,VVS1,VG,VG,VG,Medium,1.50-1.69,
-0.48,RO,H,VVS1,VG,VG,VG,Medium,1.50-1.69,
-0.48,RO,I,VVS1,VG,VG,VG,Medium,1.50-1.69,
-0.45,RO,J,VVS1,VG,VG,VG,Medium,1.50-1.69,
-0.44,RO,K,VVS1,VG,VG,VG,Medium,1.50-1.69,
-0.41,RO,L,VVS1,VG,VG,VG,Medium,1.50-1.69,
-0.41,RO,M,VVS1,VG,VG,VG,Medium,1.50-1.69,
-0.54,RO,D,VVS2,VG,VG,VG,Medium,1.50-1.69,
-0.53,RO,E,VVS2,VG,VG,VG,Medium,1.50-1.69,
-0.51,RO,F,VVS2,VG,VG,VG,Medium,1.50-1.69,
-0.49,RO,G,VVS2,VG,VG,VG,Medium,1.50-1.69,
-0.47,RO,H,VVS2,VG,VG,VG,Medium,1.50-1.69,
-0.48,RO,I,VVS2,VG,VG,VG,Medium,1.50-1.69,
-0.45,RO,J,VVS2,VG,VG,VG,Medium,1.50-1.69,
-0.43,RO,K,VVS2,VG,VG,VG,Medium,1.50-1.69,
-0.41,RO,L,VVS2,VG,VG,VG,Medium,1.50-1.69,
-0.4,RO,M,VVS2,VG,VG,VG,Medium,1.50-1.69,
-0.52,RO,D,VS1,VG,VG,VG,Medium,1.50-1.69,
-0.5,RO,E,VS1,VG,VG,VG,Medium,1.50-1.69,
-0.5,RO,F,VS1,VG,VG,VG,Medium,1.50-1.69,
-0.48,RO,G,VS1,VG,VG,VG,Medium,1.50-1.69,
-0.45,RO,H,VS1,VG,VG,VG,Medium,1.50-1.69,
-0.46,RO,I,VS1,VG,VG,VG,Medium,1.50-1.69,
-0.43,RO,J,VS1,VG,VG,VG,Medium,1.50-1.69,
-0.41,RO,K,VS1,VG,VG,VG,Medium,1.50-1.69,
-0.4,RO,L,VS1,VG,VG,VG,Medium,1.50-1.69,
-0.41,RO,M,VS1,VG,VG,VG,Medium,1.50-1.69,
-0.54,RO,D,VS2,VG,VG,VG,Medium,1.50-1.69,
-0.51,RO,E,VS2,VG,VG,VG,Medium,1.50-1.69,
-0.53,RO,F,VS2,VG,VG,VG,Medium,1.50-1.69,
-0.49,RO,G,VS2,VG,VG,VG,Medium,1.50-1.69,
-0.45,RO,H,VS2,VG,VG,VG,Medium,1.50-1.69,
-0.46,RO,I,VS2,VG,VG,VG,Medium,1.50-1.69,
-0.44,RO,J,VS2,VG,VG,VG,Medium,1.50-1.69,
-0.41,RO,K,VS2,VG,VG,VG,Medium,1.50-1.69,
-0.41,RO,L,VS2,VG,VG,VG,Medium,1.50-1.69,
-0.4,RO,M,VS2,VG,VG,VG,Medium,1.50-1.69,
-0.52,RO,D,SI1,VG,VG,VG,Medium,1.50-1.69,
-0.5,RO,E,SI1,VG,VG,VG,Medium,1.50-1.69,
-0.5,RO,F,SI1,VG,VG,VG,Medium,1.50-1.69,
-0.48,RO,G,SI1,VG,VG,VG,Medium,1.50-1.69,
-0.47,RO,H,SI1,VG,VG,VG,Medium,1.50-1.69,
-0.48,RO,I,SI1,VG,VG,VG,Medium,1.50-1.69,
-0.45,RO,J,SI1,VG,VG,VG,Medium,1.50-1.69,
-0.41,RO,K,SI1,VG,VG,VG,Medium,1.50-1.69,
-0.41,RO,L,SI1,VG,VG,VG,Medium,1.50-1.69,
-0.39,RO,M,SI1,VG,VG,VG,Medium,1.50-1.69,
-0.51,RO,D,SI2,VG,VG,VG,Medium,1.50-1.69,
-0.49,RO,E,SI2,VG,VG,VG,Medium,1.50-1.69,
-0.48,RO,F,SI2,VG,VG,VG,Medium,1.50-1.69,
-0.48,RO,G,SI2,VG,VG,VG,Medium,1.50-1.69,
-0.47,RO,H,SI2,VG,VG,VG,Medium,1.50-1.69,
-0.47,RO,I,SI2,VG,VG,VG,Medium,1.50-1.69,
-0.47,RO,J,SI2,VG,VG,VG,Medium,1.50-1.69,
-0.4,RO,K,SI2,VG,VG,VG,Medium,1.50-1.69,
-0.42,RO,L,SI2,VG,VG,VG,Medium,1.50-1.69,
-0.4,RO,M,SI2,VG,VG,VG,Medium,1.50-1.69,
-0.36,RO,D,I1,VG,VG,VG,Medium,1.50-1.69,
-0.37,RO,E,I1,VG,VG,VG,Medium,1.50-1.69,
-0.4,RO,F,I1,VG,VG,VG,Medium,1.50-1.69,
-0.39,RO,G,I1,VG,VG,VG,Medium,1.50-1.69,
-0.36,RO,H,I1,VG,VG,VG,Medium,1.50-1.69,
-0.37,RO,I,I1,VG,VG,VG,Medium,1.50-1.69,
-0.34,RO,J,I1,VG,VG,VG,Medium,1.50-1.69,
-0.36,RO,K,I1,VG,VG,VG,Medium,1.50-1.69,
-0.34,RO,L,I1,VG,VG,VG,Medium,1.50-1.69,
-0.32,RO,M,I1,VG,VG,VG,Medium,1.50-1.69,
-0.62,RO,D,IF,VG,VG,VG,Strong,1.50-1.69,
-0.62,RO,E,IF,VG,VG,VG,Strong,1.50-1.69,
-0.58,RO,F,IF,VG,VG,VG,Strong,1.50-1.69,
-0.59,RO,G,IF,VG,VG,VG,Strong,1.50-1.69,
-0.55,RO,H,IF,VG,VG,VG,Strong,1.50-1.69,
-0.53,RO,I,IF,VG,VG,VG,Strong,1.50-1.69,
-0.53,RO,J,IF,VG,VG,VG,Strong,1.50-1.69,
-0.48,RO,K,IF,VG,VG,VG,Strong,1.50-1.69,
-0.53,RO,L,IF,VG,VG,VG,Strong,1.50-1.69,
-0.48,RO,M,IF,VG,VG,VG,Strong,1.50-1.69,
-0.62,RO,D,VVS1,VG,VG,VG,Strong,1.50-1.69,
-0.61,RO,E,VVS1,VG,VG,VG,Strong,1.50-1.69,
-0.59,RO,F,VVS1,VG,VG,VG,Strong,1.50-1.69,
-0.57,RO,G,VVS1,VG,VG,VG,Strong,1.50-1.69,
-0.55,RO,H,VVS1,VG,VG,VG,Strong,1.50-1.69,
-0.55,RO,I,VVS1,VG,VG,VG,Strong,1.50-1.69,
-0.52,RO,J,VVS1,VG,VG,VG,Strong,1.50-1.69,
-0.48,RO,K,VVS1,VG,VG,VG,Strong,1.50-1.69,
-0.51,RO,L,VVS1,VG,VG,VG,Strong,1.50-1.69,
-0.45,RO,M,VVS1,VG,VG,VG,Strong,1.50-1.69,
-0.61,RO,D,VVS2,VG,VG,VG,Strong,1.50-1.69,
-0.6,RO,E,VVS2,VG,VG,VG,Strong,1.50-1.69,
-0.59,RO,F,VVS2,VG,VG,VG,Strong,1.50-1.69,
-0.56,RO,G,VVS2,VG,VG,VG,Strong,1.50-1.69,
-0.54,RO,H,VVS2,VG,VG,VG,Strong,1.50-1.69,
-0.55,RO,I,VVS2,VG,VG,VG,Strong,1.50-1.69,
-0.52,RO,J,VVS2,VG,VG,VG,Strong,1.50-1.69,
-0.47,RO,K,VVS2,VG,VG,VG,Strong,1.50-1.69,
-0.48,RO,L,VVS2,VG,VG,VG,Strong,1.50-1.69,
-0.46,RO,M,VVS2,VG,VG,VG,Strong,1.50-1.69,
-0.59,RO,D,VS1,VG,VG,VG,Strong,1.50-1.69,
-0.56,RO,E,VS1,VG,VG,VG,Strong,1.50-1.69,
-0.57,RO,F,VS1,VG,VG,VG,Strong,1.50-1.69,
-0.54,RO,G,VS1,VG,VG,VG,Strong,1.50-1.69,
-0.52,RO,H,VS1,VG,VG,VG,Strong,1.50-1.69,
-0.53,RO,I,VS1,VG,VG,VG,Strong,1.50-1.69,
-0.5,RO,J,VS1,VG,VG,VG,Strong,1.50-1.69,
-0.46,RO,K,VS1,VG,VG,VG,Strong,1.50-1.69,
-0.47,RO,L,VS1,VG,VG,VG,Strong,1.50-1.69,
-0.45,RO,M,VS1,VG,VG,VG,Strong,1.50-1.69,
-0.57,RO,D,VS2,VG,VG,VG,Strong,1.50-1.69,
-0.55,RO,E,VS2,VG,VG,VG,Strong,1.50-1.69,
-0.58,RO,F,VS2,VG,VG,VG,Strong,1.50-1.69,
-0.54,RO,G,VS2,VG,VG,VG,Strong,1.50-1.69,
-0.5,RO,H,VS2,VG,VG,VG,Strong,1.50-1.69,
-0.52,RO,I,VS2,VG,VG,VG,Strong,1.50-1.69,
-0.48,RO,J,VS2,VG,VG,VG,Strong,1.50-1.69,
-0.46,RO,K,VS2,VG,VG,VG,Strong,1.50-1.69,
-0.48,RO,L,VS2,VG,VG,VG,Strong,1.50-1.69,
-0.45,RO,M,VS2,VG,VG,VG,Strong,1.50-1.69,
-0.54,RO,D,SI1,VG,VG,VG,Strong,1.50-1.69,
-0.54,RO,E,SI1,VG,VG,VG,Strong,1.50-1.69,
-0.55,RO,F,SI1,VG,VG,VG,Strong,1.50-1.69,
-0.53,RO,G,SI1,VG,VG,VG,Strong,1.50-1.69,
-0.51,RO,H,SI1,VG,VG,VG,Strong,1.50-1.69,
-0.53,RO,I,SI1,VG,VG,VG,Strong,1.50-1.69,
-0.48,RO,J,SI1,VG,VG,VG,Strong,1.50-1.69,
-0.46,RO,K,SI1,VG,VG,VG,Strong,1.50-1.69,
-0.45,RO,L,SI1,VG,VG,VG,Strong,1.50-1.69,
-0.45,RO,M,SI1,VG,VG,VG,Strong,1.50-1.69,
-0.54,RO,D,SI2,VG,VG,VG,Strong,1.50-1.69,
-0.54,RO,E,SI2,VG,VG,VG,Strong,1.50-1.69,
-0.53,RO,F,SI2,VG,VG,VG,Strong,1.50-1.69,
-0.53,RO,G,SI2,VG,VG,VG,Strong,1.50-1.69,
-0.52,RO,H,SI2,VG,VG,VG,Strong,1.50-1.69,
-0.52,RO,I,SI2,VG,VG,VG,Strong,1.50-1.69,
-0.49,RO,J,SI2,VG,VG,VG,Strong,1.50-1.69,
-0.45,RO,K,SI2,VG,VG,VG,Strong,1.50-1.69,
-0.47,RO,L,SI2,VG,VG,VG,Strong,1.50-1.69,
-0.47,RO,M,SI2,VG,VG,VG,Strong,1.50-1.69,
-0.41,RO,D,I1,VG,VG,VG,Strong,1.50-1.69,
-0.42,RO,E,I1,VG,VG,VG,Strong,1.50-1.69,
-0.45,RO,F,I1,VG,VG,VG,Strong,1.50-1.69,
-0.45,RO,G,I1,VG,VG,VG,Strong,1.50-1.69,
-0.42,RO,H,I1,VG,VG,VG,Strong,1.50-1.69,
-0.42,RO,I,I1,VG,VG,VG,Strong,1.50-1.69,
-0.39,RO,J,I1,VG,VG,VG,Strong,1.50-1.69,
-0.37,RO,K,I1,VG,VG,VG,Strong,1.50-1.69,
-0.39,RO,L,I1,VG,VG,VG,Strong,1.50-1.69,
-0.39,RO,M,I1,VG,VG,VG,Strong,1.50-1.69,
-0.67,RO,D,IF,VG,VG,VG,Very Strong,1.50-1.69,
-0.67,RO,E,IF,VG,VG,VG,Very Strong,1.50-1.69,
-0.63,RO,F,IF,VG,VG,VG,Very Strong,1.50-1.69,
-0.64,RO,G,IF,VG,VG,VG,Very Strong,1.50-1.69,
-0.6,RO,H,IF,VG,VG,VG,Very Strong,1.50-1.69,
-0.58,RO,I,IF,VG,VG,VG,Very Strong,1.50-1.69,
-0.58,RO,J,IF,VG,VG,VG,Very Strong,1.50-1.69,
-0.52,RO,K,IF,VG,VG,VG,Very Strong,1.50-1.69,
-0.57,RO,L,IF,VG,VG,VG,Very Strong,1.50-1.69,
-0.52,RO,M,IF,VG,VG,VG,Very Strong,1.50-1.69,
-0.67,RO,D,VVS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.66,RO,E,VVS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.64,RO,F,VVS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.62,RO,G,VVS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.59,RO,H,VVS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.6,RO,I,VVS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.56,RO,J,VVS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.52,RO,K,VVS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.55,RO,L,VVS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.49,RO,M,VVS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.66,RO,D,VVS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.65,RO,E,VVS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.64,RO,F,VVS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.61,RO,G,VVS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.59,RO,H,VVS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.6,RO,I,VVS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.57,RO,J,VVS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.51,RO,K,VVS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.52,RO,L,VVS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.5,RO,M,VVS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.64,RO,D,VS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.61,RO,E,VS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.62,RO,F,VS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.59,RO,G,VS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.57,RO,H,VS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.57,RO,I,VS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.54,RO,J,VS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.51,RO,K,VS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.51,RO,L,VS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.49,RO,M,VS1,VG,VG,VG,Very Strong,1.50-1.69,
-0.62,RO,D,VS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.6,RO,E,VS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.63,RO,F,VS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.59,RO,G,VS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.55,RO,H,VS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.57,RO,I,VS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.53,RO,J,VS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.5,RO,K,VS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.52,RO,L,VS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.49,RO,M,VS2,VG,VG,VG,Very Strong,1.50-1.69,
-0.58,RO,D,SI1,VG,VG,VG,Very Strong,1.50-1.69,
-0.59,RO,E,SI1,VG,VG,VG,Very Strong,1.50-1.69,
-0.59,RO,F,SI1,VG,VG,VG,Very Strong,1.50-1.69,
-0.58,RO,G,SI1,VG,VG,VG,Very Strong,1.50-1.69,
-0.56,RO,H,SI1,VG,VG,VG,Very Strong,1.50-1.69,
-0.57,RO,I,SI1,VG,VG,VG,Very Strong,1.50-1.69,
-0.53,RO,J,SI1,VG,VG,VG,Very Strong,1.50-1.69,
-0.49,RO,K,SI1,VG,VG,VG,Very Strong,1.50-1.69,
-0.48,RO,L,SI1,VG,VG,VG,Very Strong,1.50-1.69,
-0.48,RO,M,SI1,VG,VG,VG,Very Strong,1.50-1.69,
-0.58,RO,D,SI2,VG,VG,VG,Very Strong,1.50-1.69,
-0.59,RO,E,SI2,VG,VG,VG,Very Strong,1.50-1.69,
-0.57,RO,F,SI2,VG,VG,VG,Very Strong,1.50-1.69,
-0.58,RO,G,SI2,VG,VG,VG,Very Strong,1.50-1.69,
-0.56,RO,H,SI2,VG,VG,VG,Very Strong,1.50-1.69,
-0.56,RO,I,SI2,VG,VG,VG,Very Strong,1.50-1.69,
-0.54,RO,J,SI2,VG,VG,VG,Very Strong,1.50-1.69,
-0.49,RO,K,SI2,VG,VG,VG,Very Strong,1.50-1.69,
-0.51,RO,L,SI2,VG,VG,VG,Very Strong,1.50-1.69,
-0.5,RO,M,SI2,VG,VG,VG,Very Strong,1.50-1.69,
-0.47,RO,D,I1,VG,VG,VG,Very Strong,1.50-1.69,
-0.48,RO,E,I1,VG,VG,VG,Very Strong,1.50-1.69,
-0.5,RO,F,I1,VG,VG,VG,Very Strong,1.50-1.69,
-0.49,RO,G,I1,VG,VG,VG,Very Strong,1.50-1.69,
-0.45,RO,H,I1,VG,VG,VG,Very Strong,1.50-1.69,
-0.48,RO,I,I1,VG,VG,VG,Very Strong,1.50-1.69,
-0.43,RO,J,I1,VG,VG,VG,Very Strong,1.50-1.69,
-0.42,RO,K,I1,VG,VG,VG,Very Strong,1.50-1.69,
-0.43,RO,L,I1,VG,VG,VG,Very Strong,1.50-1.69,
-0.44,RO,M,I1,VG,VG,VG,Very Strong,1.50-1.69,
-0.54,RO,D,IF,GD,GD,GD,None,1.50-1.69,
-0.54,RO,E,IF,GD,GD,GD,None,1.50-1.69,
-0.52,RO,F,IF,GD,GD,GD,None,1.50-1.69,
-0.51,RO,G,IF,GD,GD,GD,None,1.50-1.69,
-0.44,RO,H,IF,GD,GD,GD,None,1.50-1.69,
-0.44,RO,I,IF,GD,GD,GD,None,1.50-1.69,
-0.43,RO,J,IF,GD,GD,GD,None,1.50-1.69,
-0.43,RO,K,IF,GD,GD,GD,None,1.50-1.69,
-0.44,RO,L,IF,GD,GD,GD,None,1.50-1.69,
-0.41,RO,M,IF,GD,GD,GD,None,1.50-1.69,
-0.5,RO,D,VVS1,GD,GD,GD,None,1.50-1.69,
-0.52,RO,E,VVS1,GD,GD,GD,None,1.50-1.69,
-0.5,RO,F,VVS1,GD,GD,GD,None,1.50-1.69,
-0.5,RO,G,VVS1,GD,GD,GD,None,1.50-1.69,
-0.43,RO,H,VVS1,GD,GD,GD,None,1.50-1.69,
-0.45,RO,I,VVS1,GD,GD,GD,None,1.50-1.69,
-0.43,RO,J,VVS1,GD,GD,GD,None,1.50-1.69,
-0.42,RO,K,VVS1,GD,GD,GD,None,1.50-1.69,
-0.43,RO,L,VVS1,GD,GD,GD,None,1.50-1.69,
-0.4,RO,M,VVS1,GD,GD,GD,None,1.50-1.69,
-0.51,RO,D,VVS2,GD,GD,GD,None,1.50-1.69,
-0.51,RO,E,VVS2,GD,GD,GD,None,1.50-1.69,
-0.49,RO,F,VVS2,GD,GD,GD,None,1.50-1.69,
-0.5,RO,G,VVS2,GD,GD,GD,None,1.50-1.69,
-0.44,RO,H,VVS2,GD,GD,GD,None,1.50-1.69,
-0.43,RO,I,VVS2,GD,GD,GD,None,1.50-1.69,
-0.43,RO,J,VVS2,GD,GD,GD,None,1.50-1.69,
-0.42,RO,K,VVS2,GD,GD,GD,None,1.50-1.69,
-0.43,RO,L,VVS2,GD,GD,GD,None,1.50-1.69,
-0.4,RO,M,VVS2,GD,GD,GD,None,1.50-1.69,
-0.5,RO,D,VS1,GD,GD,GD,None,1.50-1.69,
-0.51,RO,E,VS1,GD,GD,GD,None,1.50-1.69,
-0.49,RO,F,VS1,GD,GD,GD,None,1.50-1.69,
-0.48,RO,G,VS1,GD,GD,GD,None,1.50-1.69,
-0.44,RO,H,VS1,GD,GD,GD,None,1.50-1.69,
-0.44,RO,I,VS1,GD,GD,GD,None,1.50-1.69,
-0.42,RO,J,VS1,GD,GD,GD,None,1.50-1.69,
-0.42,RO,K,VS1,GD,GD,GD,None,1.50-1.69,
-0.43,RO,L,VS1,GD,GD,GD,None,1.50-1.69,
-0.4,RO,M,VS1,GD,GD,GD,None,1.50-1.69,
-0.51,RO,D,VS2,GD,GD,GD,None,1.50-1.69,
-0.5,RO,E,VS2,GD,GD,GD,None,1.50-1.69,
-0.49,RO,F,VS2,GD,GD,GD,None,1.50-1.69,
-0.47,RO,G,VS2,GD,GD,GD,None,1.50-1.69,
-0.44,RO,H,VS2,GD,GD,GD,None,1.50-1.69,
-0.43,RO,I,VS2,GD,GD,GD,None,1.50-1.69,
-0.42,RO,J,VS2,GD,GD,GD,None,1.50-1.69,
-0.44,RO,K,VS2,GD,GD,GD,None,1.50-1.69,
-0.43,RO,L,VS2,GD,GD,GD,None,1.50-1.69,
-0.39,RO,M,VS2,GD,GD,GD,None,1.50-1.69,
-0.49,RO,D,SI1,GD,GD,GD,None,1.50-1.69,
-0.49,RO,E,SI1,GD,GD,GD,None,1.50-1.69,
-0.48,RO,F,SI1,GD,GD,GD,None,1.50-1.69,
-0.47,RO,G,SI1,GD,GD,GD,None,1.50-1.69,
-0.46,RO,H,SI1,GD,GD,GD,None,1.50-1.69,
-0.42,RO,I,SI1,GD,GD,GD,None,1.50-1.69,
-0.45,RO,J,SI1,GD,GD,GD,None,1.50-1.69,
-0.41,RO,K,SI1,GD,GD,GD,None,1.50-1.69,
-0.42,RO,L,SI1,GD,GD,GD,None,1.50-1.69,
-0.38,RO,M,SI1,GD,GD,GD,None,1.50-1.69,
-0.47,RO,D,SI2,GD,GD,GD,None,1.50-1.69,
-0.49,RO,E,SI2,GD,GD,GD,None,1.50-1.69,
-0.47,RO,F,SI2,GD,GD,GD,None,1.50-1.69,
-0.45,RO,G,SI2,GD,GD,GD,None,1.50-1.69,
-0.43,RO,H,SI2,GD,GD,GD,None,1.50-1.69,
-0.42,RO,I,SI2,GD,GD,GD,None,1.50-1.69,
-0.45,RO,J,SI2,GD,GD,GD,None,1.50-1.69,
-0.39,RO,K,SI2,GD,GD,GD,None,1.50-1.69,
-0.44,RO,L,SI2,GD,GD,GD,None,1.50-1.69,
-0.4,RO,M,SI2,GD,GD,GD,None,1.50-1.69,
-0.33,RO,D,I1,GD,GD,GD,None,1.50-1.69,
-0.38,RO,E,I1,GD,GD,GD,None,1.50-1.69,
-0.37,RO,F,I1,GD,GD,GD,None,1.50-1.69,
-0.37,RO,G,I1,GD,GD,GD,None,1.50-1.69,
-0.37,RO,H,I1,GD,GD,GD,None,1.50-1.69,
-0.33,RO,I,I1,GD,GD,GD,None,1.50-1.69,
-0.35,RO,J,I1,GD,GD,GD,None,1.50-1.69,
-0.36,RO,K,I1,GD,GD,GD,None,1.50-1.69,
-0.35,RO,L,I1,GD,GD,GD,None,1.50-1.69,
-0.32,RO,M,I1,GD,GD,GD,None,1.50-1.69,
-0.57,RO,D,IF,GD,GD,GD,Faint,1.50-1.69,
-0.57,RO,E,IF,GD,GD,GD,Faint,1.50-1.69,
-0.55,RO,F,IF,GD,GD,GD,Faint,1.50-1.69,
-0.53,RO,G,IF,GD,GD,GD,Faint,1.50-1.69,
-0.5,RO,H,IF,GD,GD,GD,Faint,1.50-1.69,
-0.48,RO,I,IF,GD,GD,GD,Faint,1.50-1.69,
-0.48,RO,J,IF,GD,GD,GD,Faint,1.50-1.69,
-0.47,RO,K,IF,GD,GD,GD,Faint,1.50-1.69,
-0.48,RO,L,IF,GD,GD,GD,Faint,1.50-1.69,
-0.44,RO,M,IF,GD,GD,GD,Faint,1.50-1.69,
-0.56,RO,D,VVS1,GD,GD,GD,Faint,1.50-1.69,
-0.56,RO,E,VVS1,GD,GD,GD,Faint,1.50-1.69,
-0.53,RO,F,VVS1,GD,GD,GD,Faint,1.50-1.69,
-0.52,RO,G,VVS1,GD,GD,GD,Faint,1.50-1.69,
-0.5,RO,H,VVS1,GD,GD,GD,Faint,1.50-1.69,
-0.48,RO,I,VVS1,GD,GD,GD,Faint,1.50-1.69,
-0.46,RO,J,VVS1,GD,GD,GD,Faint,1.50-1.69,
-0.46,RO,K,VVS1,GD,GD,GD,Faint,1.50-1.69,
-0.47,RO,L,VVS1,GD,GD,GD,Faint,1.50-1.69,
-0.43,RO,M,VVS1,GD,GD,GD,Faint,1.50-1.69,
-0.55,RO,D,VVS2,GD,GD,GD,Faint,1.50-1.69,
-0.56,RO,E,VVS2,GD,GD,GD,Faint,1.50-1.69,
-0.53,RO,F,VVS2,GD,GD,GD,Faint,1.50-1.69,
-0.52,RO,G,VVS2,GD,GD,GD,Faint,1.50-1.69,
-0.49,RO,H,VVS2,GD,GD,GD,Faint,1.50-1.69,
-0.48,RO,I,VVS2,GD,GD,GD,Faint,1.50-1.69,
-0.46,RO,J,VVS2,GD,GD,GD,Faint,1.50-1.69,
-0.44,RO,K,VVS2,GD,GD,GD,Faint,1.50-1.69,
-0.47,RO,L,VVS2,GD,GD,GD,Faint,1.50-1.69,
-0.43,RO,M,VVS2,GD,GD,GD,Faint,1.50-1.69,
-0.54,RO,D,VS1,GD,GD,GD,Faint,1.50-1.69,
-0.54,RO,E,VS1,GD,GD,GD,Faint,1.50-1.69,
-0.53,RO,F,VS1,GD,GD,GD,Faint,1.50-1.69,
-0.52,RO,G,VS1,GD,GD,GD,Faint,1.50-1.69,
-0.49,RO,H,VS1,GD,GD,GD,Faint,1.50-1.69,
-0.48,RO,I,VS1,GD,GD,GD,Faint,1.50-1.69,
-0.46,RO,J,VS1,GD,GD,GD,Faint,1.50-1.69,
-0.44,RO,K,VS1,GD,GD,GD,Faint,1.50-1.69,
-0.47,RO,L,VS1,GD,GD,GD,Faint,1.50-1.69,
