Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size,
-0.43,RO,M,VS1,GD,GD,GD,Faint,1.50-1.69,
-0.56,RO,D,VS2,GD,GD,GD,Faint,1.50-1.69,
-0.54,RO,E,VS2,GD,GD,GD,Faint,1.50-1.69,
-0.54,RO,F,VS2,GD,GD,GD,Faint,1.50-1.69,
-0.5,RO,G,VS2,GD,GD,GD,Faint,1.50-1.69,
-0.49,RO,H,VS2,GD,GD,GD,Faint,1.50-1.69,
-0.47,RO,I,VS2,GD,GD,GD,Faint,1.50-1.69,
-0.46,RO,J,VS2,GD,GD,GD,Faint,1.50-1.69,
-0.44,RO,K,VS2,GD,GD,GD,Faint,1.50-1.69,
-0.47,RO,L,VS2,GD,GD,GD,Faint,1.50-1.69,
-0.43,RO,M,VS2,GD,GD,GD,Faint,1.50-1.69,
-0.55,RO,D,SI1,GD,GD,GD,Faint,1.50-1.69,
-0.53,RO,E,SI1,GD,GD,GD,Faint,1.50-1.69,
-0.51,RO,F,SI1,GD,GD,GD,Faint,1.50-1.69,
-0.5,RO,G,SI1,GD,GD,GD,Faint,1.50-1.69,
-0.49,RO,H,SI1,GD,GD,GD,Faint,1.50-1.69,
-0.47,RO,I,SI1,GD,GD,GD,Faint,1.50-1.69,
-0.46,RO,J,SI1,GD,GD,GD,Faint,1.50-1.69,
-0.45,RO,K,SI1,GD,GD,GD,Faint,1.50-1.69,
-0.46,RO,L,SI1,GD,GD,GD,Faint,1.50-1.69,
-0.43,RO,M,SI1,GD,GD,GD,Faint,1.50-1.69,
-0.52,RO,D,SI2,GD,GD,GD,Faint,1.50-1.69,
-0.53,RO,E,SI2,GD,GD,GD,Faint,1.50-1.69,
-0.5,RO,F,SI2,GD,GD,GD,Faint,1.50-1.69,
-0.49,RO,G,SI2,GD,GD,GD,Faint,1.50-1.69,
-0.49,RO,H,SI2,GD,GD,GD,Faint,1.50-1.69,
-0.46,RO,I,SI2,GD,GD,GD,Faint,1.50-1.69,
-0.48,RO,J,SI2,GD,GD,GD,Faint,1.50-1.69,
-0.43,RO,K,SI2,GD,GD,GD,Faint,1.50-1.69,
-0.45,RO,L,SI2,GD,GD,GD,Faint,1.50-1.69,
-0.43,RO,M,SI2,GD,GD,GD,Faint,1.50-1.69,
-0.43,RO,D,I1,GD,GD,GD,Faint,1.50-1.69,
-0.4,RO,E,I1,GD,GD,GD,Faint,1.50-1.69,
-0.4,RO,F,I1,GD,GD,GD,Faint,1.50-1.69,
-0.4,RO,G,I1,GD,GD,GD,Faint,1.50-1.69,
-0.4,RO,H,I1,GD,GD,GD,Faint,1.50-1.69,
-0.37,RO,I,I1,GD,GD,GD,Faint,1.50-1.69,
-0.38,RO,J,I1,GD,GD,GD,Faint,1.50-1.69,
-0.38,RO,K,I1,GD,GD,GD,Faint,1.50-1.69,
-0.38,RO,L,I1,GD,GD,GD,Faint,1.50-1.69,
-0.35,RO,M,I1,GD,GD,GD,Faint,1.50-1.69,
-0.61,RO,D,IF,GD,GD,GD,Medium,1.50-1.69,
-0.61,RO,E,IF,GD,GD,GD,Medium,1.50-1.69,
-0.62,RO,F,IF,GD,GD,GD,Medium,1.50-1.69,
-0.59,RO,G,IF,GD,GD,GD,Medium,1.50-1.69,
-0.56,RO,H,IF,GD,GD,GD,Medium,1.50-1.69,
-0.53,RO,I,IF,GD,GD,GD,Medium,1.50-1.69,
-0.53,RO,J,IF,GD,GD,GD,Medium,1.50-1.69,
-0.5,RO,K,IF,GD,GD,GD,Medium,1.50-1.69,
-0.53,RO,L,IF,GD,GD,GD,Medium,1.50-1.69,
-0.5,RO,M,IF,GD,GD,GD,Medium,1.50-1.69,
-0.61,RO,D,VVS1,GD,GD,GD,Medium,1.50-1.69,
-0.6,RO,E,VVS1,GD,GD,GD,Medium,1.50-1.69,
-0.6,RO,F,VVS1,GD,GD,GD,Medium,1.50-1.69,
-0.57,RO,G,VVS1,GD,GD,GD,Medium,1.50-1.69,
-0.55,RO,H,VVS1,GD,GD,GD,Medium,1.50-1.69,
-0.53,RO,I,VVS1,GD,GD,GD,Medium,1.50-1.69,
-0.51,RO,J,VVS1,GD,GD,GD,Medium,1.50-1.69,
-0.5,RO,K,VVS1,GD,GD,GD,Medium,1.50-1.69,
-0.51,RO,L,VVS1,GD,GD,GD,Medium,1.50-1.69,
-0.47,RO,M,VVS1,GD,GD,GD,Medium,1.50-1.69,
-0.6,RO,D,VVS2,GD,GD,GD,Medium,1.50-1.69,
-0.59,RO,E,VVS2,GD,GD,GD,Medium,1.50-1.69,
-0.6,RO,F,VVS2,GD,GD,GD,Medium,1.50-1.69,
-0.57,RO,G,VVS2,GD,GD,GD,Medium,1.50-1.69,
-0.54,RO,H,VVS2,GD,GD,GD,Medium,1.50-1.69,
-0.53,RO,I,VVS2,GD,GD,GD,Medium,1.50-1.69,
-0.5,RO,J,VVS2,GD,GD,GD,Medium,1.50-1.69,
-0.5,RO,K,VVS2,GD,GD,GD,Medium,1.50-1.69,
-0.51,RO,L,VVS2,GD,GD,GD,Medium,1.50-1.69,
-0.47,RO,M,VVS2,GD,GD,GD,Medium,1.50-1.69,
-0.58,RO,D,VS1,GD,GD,GD,Medium,1.50-1.69,
-0.57,RO,E,VS1,GD,GD,GD,Medium,1.50-1.69,
-0.59,RO,F,VS1,GD,GD,GD,Medium,1.50-1.69,
-0.57,RO,G,VS1,GD,GD,GD,Medium,1.50-1.69,
-0.53,RO,H,VS1,GD,GD,GD,Medium,1.50-1.69,
-0.53,RO,I,VS1,GD,GD,GD,Medium,1.50-1.69,
-0.48,RO,J,VS1,GD,GD,GD,Medium,1.50-1.69,
-0.48,RO,K,VS1,GD,GD,GD,Medium,1.50-1.69,
-0.51,RO,L,VS1,GD,GD,GD,Medium,1.50-1.69,
-0.46,RO,M,VS1,GD,GD,GD,Medium,1.50-1.69,
-0.6,RO,D,VS2,GD,GD,GD,Medium,1.50-1.69,
-0.58,RO,E,VS2,GD,GD,GD,Medium,1.50-1.69,
-0.6,RO,F,VS2,GD,GD,GD,Medium,1.50-1.69,
-0.57,RO,G,VS2,GD,GD,GD,Medium,1.50-1.69,
-0.53,RO,H,VS2,GD,GD,GD,Medium,1.50-1.69,
-0.52,RO,I,VS2,GD,GD,GD,Medium,1.50-1.69,
-0.49,RO,J,VS2,GD,GD,GD,Medium,1.50-1.69,
-0.5,RO,K,VS2,GD,GD,GD,Medium,1.50-1.69,
-0.51,RO,L,VS2,GD,GD,GD,Medium,1.50-1.69,
-0.46,RO,M,VS2,GD,GD,GD,Medium,1.50-1.69,
-0.58,RO,D,SI1,GD,GD,GD,Medium,1.50-1.69,
-0.56,RO,E,SI1,GD,GD,GD,Medium,1.50-1.69,
-0.57,RO,F,SI1,GD,GD,GD,Medium,1.50-1.69,
-0.56,RO,G,SI1,GD,GD,GD,Medium,1.50-1.69,
-0.54,RO,H,SI1,GD,GD,GD,Medium,1.50-1.69,
-0.53,RO,I,SI1,GD,GD,GD,Medium,1.50-1.69,
-0.51,RO,J,SI1,GD,GD,GD,Medium,1.50-1.69,
-0.49,RO,K,SI1,GD,GD,GD,Medium,1.50-1.69,
-0.5,RO,L,SI1,GD,GD,GD,Medium,1.50-1.69,
-0.46,RO,M,SI1,GD,GD,GD,Medium,1.50-1.69,
-0.57,RO,D,SI2,GD,GD,GD,Medium,1.50-1.69,
-0.56,RO,E,SI2,GD,GD,GD,Medium,1.50-1.69,
-0.55,RO,F,SI2,GD,GD,GD,Medium,1.50-1.69,
-0.57,RO,G,SI2,GD,GD,GD,Medium,1.50-1.69,
-0.55,RO,H,SI2,GD,GD,GD,Medium,1.50-1.69,
-0.52,RO,I,SI2,GD,GD,GD,Medium,1.50-1.69,
-0.53,RO,J,SI2,GD,GD,GD,Medium,1.50-1.69,
-0.48,RO,K,SI2,GD,GD,GD,Medium,1.50-1.69,
-0.51,RO,L,SI2,GD,GD,GD,Medium,1.50-1.69,
-0.47,RO,M,SI2,GD,GD,GD,Medium,1.50-1.69,
-0.45,RO,D,I1,GD,GD,GD,Medium,1.50-1.69,
-0.47,RO,E,I1,GD,GD,GD,Medium,1.50-1.69,
-0.47,RO,F,I1,GD,GD,GD,Medium,1.50-1.69,
-0.46,RO,G,I1,GD,GD,GD,Medium,1.50-1.69,
-0.43,RO,H,I1,GD,GD,GD,Medium,1.50-1.69,
-0.42,RO,I,I1,GD,GD,GD,Medium,1.50-1.69,
-0.4,RO,J,I1,GD,GD,GD,Medium,1.50-1.69,
-0.44,RO,K,I1,GD,GD,GD,Medium,1.50-1.69,
-0.43,RO,L,I1,GD,GD,GD,Medium,1.50-1.69,
-0.39,RO,M,I1,GD,GD,GD,Medium,1.50-1.69,
-0.68,RO,D,IF,GD,GD,GD,Strong,1.50-1.69,
-0.68,RO,E,IF,GD,GD,GD,Strong,1.50-1.69,
-0.69,RO,F,IF,GD,GD,GD,Strong,1.50-1.69,
-0.66,RO,G,IF,GD,GD,GD,Strong,1.50-1.69,
-0.63,RO,H,IF,GD,GD,GD,Strong,1.50-1.69,
-0.6,RO,I,IF,GD,GD,GD,Strong,1.50-1.69,
-0.58,RO,J,IF,GD,GD,GD,Strong,1.50-1.69,
-0.55,RO,K,IF,GD,GD,GD,Strong,1.50-1.69,
-0.58,RO,L,IF,GD,GD,GD,Strong,1.50-1.69,
-0.55,RO,M,IF,GD,GD,GD,Strong,1.50-1.69,
-0.68,RO,D,VVS1,GD,GD,GD,Strong,1.50-1.69,
-0.67,RO,E,VVS1,GD,GD,GD,Strong,1.50-1.69,
-0.67,RO,F,VVS1,GD,GD,GD,Strong,1.50-1.69,
-0.64,RO,G,VVS1,GD,GD,GD,Strong,1.50-1.69,
-0.62,RO,H,VVS1,GD,GD,GD,Strong,1.50-1.69,
-0.6,RO,I,VVS1,GD,GD,GD,Strong,1.50-1.69,
-0.57,RO,J,VVS1,GD,GD,GD,Strong,1.50-1.69,
-0.55,RO,K,VVS1,GD,GD,GD,Strong,1.50-1.69,
-0.56,RO,L,VVS1,GD,GD,GD,Strong,1.50-1.69,
-0.53,RO,M,VVS1,GD,GD,GD,Strong,1.50-1.69,
-0.67,RO,D,VVS2,GD,GD,GD,Strong,1.50-1.69,
-0.66,RO,E,VVS2,GD,GD,GD,Strong,1.50-1.69,
-0.67,RO,F,VVS2,GD,GD,GD,Strong,1.50-1.69,
-0.64,RO,G,VVS2,GD,GD,GD,Strong,1.50-1.69,
-0.61,RO,H,VVS2,GD,GD,GD,Strong,1.50-1.69,
-0.6,RO,I,VVS2,GD,GD,GD,Strong,1.50-1.69,
-0.55,RO,J,VVS2,GD,GD,GD,Strong,1.50-1.69,
-0.55,RO,K,VVS2,GD,GD,GD,Strong,1.50-1.69,
-0.56,RO,L,VVS2,GD,GD,GD,Strong,1.50-1.69,
-0.52,RO,M,VVS2,GD,GD,GD,Strong,1.50-1.69,
-0.64,RO,D,VS1,GD,GD,GD,Strong,1.50-1.69,
-0.62,RO,E,VS1,GD,GD,GD,Strong,1.50-1.69,
-0.64,RO,F,VS1,GD,GD,GD,Strong,1.50-1.69,
-0.62,RO,G,VS1,GD,GD,GD,Strong,1.50-1.69,
-0.6,RO,H,VS1,GD,GD,GD,Strong,1.50-1.69,
-0.58,RO,I,VS1,GD,GD,GD,Strong,1.50-1.69,
-0.55,RO,J,VS1,GD,GD,GD,Strong,1.50-1.69,
-0.53,RO,K,VS1,GD,GD,GD,Strong,1.50-1.69,
-0.56,RO,L,VS1,GD,GD,GD,Strong,1.50-1.69,
-0.51,RO,M,VS1,GD,GD,GD,Strong,1.50-1.69,
-0.65,RO,D,VS2,GD,GD,GD,Strong,1.50-1.69,
-0.63,RO,E,VS2,GD,GD,GD,Strong,1.50-1.69,
-0.65,RO,F,VS2,GD,GD,GD,Strong,1.50-1.69,
-0.62,RO,G,VS2,GD,GD,GD,Strong,1.50-1.69,
-0.58,RO,H,VS2,GD,GD,GD,Strong,1.50-1.69,
-0.57,RO,I,VS2,GD,GD,GD,Strong,1.50-1.69,
-0.56,RO,J,VS2,GD,GD,GD,Strong,1.50-1.69,
-0.55,RO,K,VS2,GD,GD,GD,Strong,1.50-1.69,
-0.56,RO,L,VS2,GD,GD,GD,Strong,1.50-1.69,
-0.51,RO,M,VS2,GD,GD,GD,Strong,1.50-1.69,
-0.63,RO,D,SI1,GD,GD,GD,Strong,1.50-1.69,
-0.62,RO,E,SI1,GD,GD,GD,Strong,1.50-1.69,
-0.62,RO,F,SI1,GD,GD,GD,Strong,1.50-1.69,
-0.61,RO,G,SI1,GD,GD,GD,Strong,1.50-1.69,
-0.59,RO,H,SI1,GD,GD,GD,Strong,1.50-1.69,
-0.58,RO,I,SI1,GD,GD,GD,Strong,1.50-1.69,
-0.57,RO,J,SI1,GD,GD,GD,Strong,1.50-1.69,
-0.54,RO,K,SI1,GD,GD,GD,Strong,1.50-1.69,
-0.55,RO,L,SI1,GD,GD,GD,Strong,1.50-1.69,
-0.51,RO,M,SI1,GD,GD,GD,Strong,1.50-1.69,
-0.62,RO,D,SI2,GD,GD,GD,Strong,1.50-1.69,
-0.61,RO,E,SI2,GD,GD,GD,Strong,1.50-1.69,
-0.6,RO,F,SI2,GD,GD,GD,Strong,1.50-1.69,
-0.62,RO,G,SI2,GD,GD,GD,Strong,1.50-1.69,
-0.6,RO,H,SI2,GD,GD,GD,Strong,1.50-1.69,
-0.58,RO,I,SI2,GD,GD,GD,Strong,1.50-1.69,
-0.58,RO,J,SI2,GD,GD,GD,Strong,1.50-1.69,
-0.53,RO,K,SI2,GD,GD,GD,Strong,1.50-1.69,
-0.56,RO,L,SI2,GD,GD,GD,Strong,1.50-1.69,
-0.52,RO,M,SI2,GD,GD,GD,Strong,1.50-1.69,
-0.5,RO,D,I1,GD,GD,GD,Strong,1.50-1.69,
-0.49,RO,E,I1,GD,GD,GD,Strong,1.50-1.69,
-0.52,RO,F,I1,GD,GD,GD,Strong,1.50-1.69,
-0.51,RO,G,I1,GD,GD,GD,Strong,1.50-1.69,
-0.48,RO,H,I1,GD,GD,GD,Strong,1.50-1.69,
-0.47,RO,I,I1,GD,GD,GD,Strong,1.50-1.69,
-0.45,RO,J,I1,GD,GD,GD,Strong,1.50-1.69,
-0.49,RO,K,I1,GD,GD,GD,Strong,1.50-1.69,
-0.49,RO,L,I1,GD,GD,GD,Strong,1.50-1.69,
-0.45,RO,M,I1,GD,GD,GD,Strong,1.50-1.69,
-0.73,RO,D,IF,GD,GD,GD,Very Strong,1.50-1.69,
-0.73,RO,E,IF,GD,GD,GD,Very Strong,1.50-1.69,
-0.74,RO,F,IF,GD,GD,GD,Very Strong,1.50-1.69,
-0.71,RO,G,IF,GD,GD,GD,Very Strong,1.50-1.69,
-0.68,RO,H,IF,GD,GD,GD,Very Strong,1.50-1.69,
-0.65,RO,I,IF,GD,GD,GD,Very Strong,1.50-1.69,
-0.63,RO,J,IF,GD,GD,GD,Very Strong,1.50-1.69,
-0.6,RO,K,IF,GD,GD,GD,Very Strong,1.50-1.69,
-0.63,RO,L,IF,GD,GD,GD,Very Strong,1.50-1.69,
-0.6,RO,M,IF,GD,GD,GD,Very Strong,1.50-1.69,
-0.73,RO,D,VVS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.72,RO,E,VVS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.72,RO,F,VVS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.69,RO,G,VVS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.67,RO,H,VVS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.65,RO,I,VVS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.62,RO,J,VVS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.6,RO,K,VVS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.61,RO,L,VVS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.58,RO,M,VVS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.72,RO,D,VVS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.71,RO,E,VVS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.72,RO,F,VVS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.69,RO,G,VVS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.66,RO,H,VVS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.65,RO,I,VVS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.6,RO,J,VVS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.59,RO,K,VVS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.61,RO,L,VVS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.57,RO,M,VVS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.69,RO,D,VS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.67,RO,E,VS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.69,RO,F,VS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.67,RO,G,VS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.65,RO,H,VS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.62,RO,I,VS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.6,RO,J,VS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.58,RO,K,VS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.61,RO,L,VS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.56,RO,M,VS1,GD,GD,GD,Very Strong,1.50-1.69,
-0.7,RO,D,VS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.68,RO,E,VS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.7,RO,F,VS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.67,RO,G,VS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.63,RO,H,VS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.62,RO,I,VS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.6,RO,J,VS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.6,RO,K,VS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.61,RO,L,VS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.56,RO,M,VS2,GD,GD,GD,Very Strong,1.50-1.69,
-0.68,RO,D,SI1,GD,GD,GD,Very Strong,1.50-1.69,
-0.67,RO,E,SI1,GD,GD,GD,Very Strong,1.50-1.69,
-0.67,RO,F,SI1,GD,GD,GD,Very Strong,1.50-1.69,
-0.66,RO,G,SI1,GD,GD,GD,Very Strong,1.50-1.69,
-0.64,RO,H,SI1,GD,GD,GD,Very Strong,1.50-1.69,
-0.63,RO,I,SI1,GD,GD,GD,Very Strong,1.50-1.69,
-0.62,RO,J,SI1,GD,GD,GD,Very Strong,1.50-1.69,
-0.59,RO,K,SI1,GD,GD,GD,Very Strong,1.50-1.69,
-0.59,RO,L,SI1,GD,GD,GD,Very Strong,1.50-1.69,
-0.55,RO,M,SI1,GD,GD,GD,Very Strong,1.50-1.69,
-0.66,RO,D,SI2,GD,GD,GD,Very Strong,1.50-1.69,
-0.66,RO,E,SI2,GD,GD,GD,Very Strong,1.50-1.69,
-0.64,RO,F,SI2,GD,GD,GD,Very Strong,1.50-1.69,
-0.67,RO,G,SI2,GD,GD,GD,Very Strong,1.50-1.69,
-0.64,RO,H,SI2,GD,GD,GD,Very Strong,1.50-1.69,
-0.62,RO,I,SI2,GD,GD,GD,Very Strong,1.50-1.69,
-0.63,RO,J,SI2,GD,GD,GD,Very Strong,1.50-1.69,
-0.58,RO,K,SI2,GD,GD,GD,Very Strong,1.50-1.69,
-0.61,RO,L,SI2,GD,GD,GD,Very Strong,1.50-1.69,
-0.57,RO,M,SI2,GD,GD,GD,Very Strong,1.50-1.69,
-0.55,RO,D,I1,GD,GD,GD,Very Strong,1.50-1.69,
-0.54,RO,E,I1,GD,GD,GD,Very Strong,1.50-1.69,
-0.57,RO,F,I1,GD,GD,GD,Very Strong,1.50-1.69,
-0.55,RO,G,I1,GD,GD,GD,Very Strong,1.50-1.69,
-0.5,RO,H,I1,GD,GD,GD,Very Strong,1.50-1.69,
-0.51,RO,I,I1,GD,GD,GD,Very Strong,1.50-1.69,
-0.5,RO,J,I1,GD,GD,GD,Very Strong,1.50-1.69,
-0.54,RO,K,I1,GD,GD,GD,Very Strong,1.50-1.69,
-0.54,RO,L,I1,GD,GD,GD,Very Strong,1.50-1.69,
-0.5,RO,M,I1,GD,GD,GD,Very Strong,1.50-1.69,
-0.25,RO,D,IF,EX,EX,EX,None,2.01-2.09,
-0.27,RO,E,IF,EX,EX,EX,None,2.01-2.09,
-0.26,RO,F,IF,EX,EX,EX,None,2.01-2.09,
-0.27,RO,G,IF,EX,EX,EX,None,2.01-2.09,
-0.28,RO,H,IF,EX,EX,EX,None,2.01-2.09,
-0.25,RO,I,IF,EX,EX,EX,None,2.01-2.09,
-0.26,RO,J,IF,EX,EX,EX,None,2.01-2.09,
-0.28,RO,K,IF,EX,EX,EX,None,2.01-2.09,
-0.23,RO,L,IF,EX,EX,EX,None,2.01-2.09,
-0.26,RO,M,IF,EX,EX,EX,None,2.01-2.09,
-0.26,RO,D,VVS1,EX,EX,EX,None,2.01-2.09,
-0.23,RO,E,VVS1,EX,EX,EX,None,2.01-2.09,
-0.24,RO,F,VVS1,EX,EX,EX,None,2.01-2.09,
-0.23,RO,G,VVS1,EX,EX,EX,None,2.01-2.09,
-0.24,RO,H,VVS1,EX,EX,EX,None,2.01-2.09,
-0.26,RO,I,VVS1,EX,EX,EX,None,2.01-2.09,
-0.22,RO,J,VVS1,EX,EX,EX,None,2.01-2.09,
-0.23,RO,K,VVS1,EX,EX,EX,None,2.01-2.09,
-0.21,RO,L,VVS1,EX,EX,EX,None,2.01-2.09,
-0.23,RO,M,VVS1,EX,EX,EX,None,2.01-2.09,
-0.26,RO,D,VVS2,EX,EX,EX,None,2.01-2.09,
-0.29,RO,E,VVS2,EX,EX,EX,None,2.01-2.09,
-0.26,RO,F,VVS2,EX,EX,EX,None,2.01-2.09,
-0.25,RO,G,VVS2,EX,EX,EX,None,2.01-2.09,
-0.24,RO,H,VVS2,EX,EX,EX,None,2.01-2.09,
-0.25,RO,I,VVS2,EX,EX,EX,None,2.01-2.09,
-0.23,RO,J,VVS2,EX,EX,EX,None,2.01-2.09,
-0.26,RO,K,VVS2,EX,EX,EX,None,2.01-2.09,
-0.23,RO,L,VVS2,EX,EX,EX,None,2.01-2.09,
-0.23,RO,M,VVS2,EX,EX,EX,None,2.01-2.09,
-0.24,RO,D,VS1,EX,EX,EX,None,2.01-2.09,
-0.27,RO,E,VS1,EX,EX,EX,None,2.01-2.09,
-0.25,RO,F,VS1,EX,EX,EX,None,2.01-2.09,
-0.26,RO,G,VS1,EX,EX,EX,None,2.01-2.09,
-0.29,RO,H,VS1,EX,EX,EX,None,2.01-2.09,
-0.24,RO,I,VS1,EX,EX,EX,None,2.01-2.09,
-0.24,RO,J,VS1,EX,EX,EX,None,2.01-2.09,
-0.23,RO,K,VS1,EX,EX,EX,None,2.01-2.09,
-0.2,RO,L,VS1,EX,EX,EX,None,2.01-2.09,
-0.21,RO,M,VS1,EX,EX,EX,None,2.01-2.09,
-0.27,RO,D,VS2,EX,EX,EX,None,2.01-2.09,
-0.25,RO,E,VS2,EX,EX,EX,None,2.01-2.09,
-0.26,RO,F,VS2,EX,EX,EX,None,2.01-2.09,
-0.24,RO,G,VS2,EX,EX,EX,None,2.01-2.09,
-0.26,RO,H,VS2,EX,EX,EX,None,2.01-2.09,
-0.26,RO,I,VS2,EX,EX,EX,None,2.01-2.09,
-0.23,RO,J,VS2,EX,EX,EX,None,2.01-2.09,
-0.21,RO,K,VS2,EX,EX,EX,None,2.01-2.09,
-0.25,RO,L,VS2,EX,EX,EX,None,2.01-2.09,
-0.25,RO,M,VS2,EX,EX,EX,None,2.01-2.09,
-0.24,RO,D,SI1,EX,EX,EX,None,2.01-2.09,
-0.25,RO,E,SI1,EX,EX,EX,None,2.01-2.09,
-0.25,RO,F,SI1,EX,EX,EX,None,2.01-2.09,
-0.25,RO,G,SI1,EX,EX,EX,None,2.01-2.09,
-0.24,RO,H,SI1,EX,EX,EX,None,2.01-2.09,
-0.25,RO,I,SI1,EX,EX,EX,None,2.01-2.09,
-0.25,RO,J,SI1,EX,EX,EX,None,2.01-2.09,
-0.24,RO,K,SI1,EX,EX,EX,None,2.01-2.09,
-0.23,RO,L,SI1,EX,EX,EX,None,2.01-2.09,
-0.25,RO,M,SI1,EX,EX,EX,None,2.01-2.09,
-0.23,RO,D,SI2,EX,EX,EX,None,2.01-2.09,
-0.24,RO,E,SI2,EX,EX,EX,None,2.01-2.09,
-0.22,RO,F,SI2,EX,EX,EX,None,2.01-2.09,
-0.24,RO,G,SI2,EX,EX,EX,None,2.01-2.09,
-0.26,RO,H,SI2,EX,EX,EX,None,2.01-2.09,
-0.27,RO,I,SI2,EX,EX,EX,None,2.01-2.09,
-0.27,RO,J,SI2,EX,EX,EX,None,2.01-2.09,
-0.2,RO,K,SI2,EX,EX,EX,None,2.01-2.09,
-0.23,RO,L,SI2,EX,EX,EX,None,2.01-2.09,
-0.27,RO,M,SI2,EX,EX,EX,None,2.01-2.09,
-0.13,RO,D,I1,EX,EX,EX,None,2.01-2.09,
-0.13,RO,E,I1,EX,EX,EX,None,2.01-2.09,
-0.12,RO,F,I1,EX,EX,EX,None,2.01-2.09,
-0.14,RO,G,I1,EX,EX,EX,None,2.01-2.09,
-0.11,RO,H,I1,EX,EX,EX,None,2.01-2.09,
-0.1,RO,I,I1,EX,EX,EX,None,2.01-2.09,
-0.1,RO,J,I1,EX,EX,EX,None,2.01-2.09,
-0.15,RO,K,I1,EX,EX,EX,None,2.01-2.09,
-0.13,RO,L,I1,EX,EX,EX,None,2.01-2.09,
-0.13,RO,M,I1,EX,EX,EX,None,2.01-2.09,
-0.35,RO,D,IF,EX,EX,EX,Faint,2.01-2.09,
-0.34,RO,E,IF,EX,EX,EX,Faint,2.01-2.09,
-0.27,RO,F,IF,EX,EX,EX,Faint,2.01-2.09,
-0.3,RO,G,IF,EX,EX,EX,Faint,2.01-2.09,
-0.33,RO,H,IF,EX,EX,EX,Faint,2.01-2.09,
-0.28,RO,I,IF,EX,EX,EX,Faint,2.01-2.09,
-0.27,RO,J,IF,EX,EX,EX,Faint,2.01-2.09,
-0.29,RO,K,IF,EX,EX,EX,Faint,2.01-2.09,
-0.3,RO,L,IF,EX,EX,EX,Faint,2.01-2.09,
-0.31,RO,M,IF,EX,EX,EX,Faint,2.01-2.09,
-0.36,RO,D,VVS1,EX,EX,EX,Faint,2.01-2.09,
-0.31,RO,E,VVS1,EX,EX,EX,Faint,2.01-2.09,
-0.27,RO,F,VVS1,EX,EX,EX,Faint,2.01-2.09,
-0.32,RO,G,VVS1,EX,EX,EX,Faint,2.01-2.09,
-0.35,RO,H,VVS1,EX,EX,EX,Faint,2.01-2.09,
-0.28,RO,I,VVS1,EX,EX,EX,Faint,2.01-2.09,
-0.28,RO,J,VVS1,EX,EX,EX,Faint,2.01-2.09,
-0.27,RO,K,VVS1,EX,EX,EX,Faint,2.01-2.09,
-0.26,RO,L,VVS1,EX,EX,EX,Faint,2.01-2.09,
-0.27,RO,M,VVS1,EX,EX,EX,Faint,2.01-2.09,
-0.32,RO,D,VVS2,EX,EX,EX,Faint,2.01-2.09,
-0.33,RO,E,VVS2,EX,EX,EX,Faint,2.01-2.09,
-0.33,RO,F,VVS2,EX,EX,EX,Faint,2.01-2.09,
-0.31,RO,G,VVS2,EX,EX,EX,Faint,2.01-2.09,
-0.32,RO,H,VVS2,EX,EX,EX,Faint,2.01-2.09,
-0.29,RO,I,VVS2,EX,EX,EX,Faint,2.01-2.09,
